 	lo	ho	finito	di	fare	</S>
t	0.582808441564	0.0215579131261	0.066608891128	0.014129163456	0.0110196866303	0.303875911593
o	0.5648017376	0.3737214113	0.02365031852	0.010998447475	0.020670047638	0.00615808562571
s	0.48494392106	0.421265576	0.0775845872534	0.00627095484	0.000201412102	0.00973351503849
p	0.097263429922	0.3174162804	0.248225194302	0.105801697626	0.216705827496	0.0145875691003
ì	0.285453168	0.2177547385	0.343877094	0.044456233842	0.103492167364	0.00496661835554
c	0.02613898004	0.648752726	0.310048163805	0.01157531124	0.002419879542	0.0010649109942
c	0.02229445328	0.29658440096	0.367225338976	0.18078262932	0.1228781133	0.010235076406
e	0.28780701164	0.26505763908	0.3295145855	0.1051552843	0.00680550492	0.005660025006
t	0.111848878966	0.4146004132	0.280049834502	0.12679263532	0.02440996514	0.042298245653
s	0.01269523608	0.14816679692	0.519047695	0.15368810376	0.155806526602	0.010595678432
a	0.0390635429	0.07568981754	0.667129302	0.102319375668	0.09702011664	0.018777847426
a	0.0013494608664	0.099088603418	0.139652550168	0.467520912	0.09696625206	0.19542226156
t	0.0002135594274	0.133904674282	0.0823109273934	0.652493086	0.09874879708	0.0323289351284
s	0.004034781972	0.010164914574	0.38528468711	0.19381652215	0.33968403074	0.0670150574
è	0.03319761982	0.01174083728	0.4313444344	0.237199324	0.20573305748	0.080784786
k	0.00031344714187	0.0051470840324	0.007516673298	0.352375022	0.4228836	0.2117642128
à	0.013426746366	0.0844485795	0.06910763722	0.2848002684	0.390105609	0.158111176348
m	0.00037575959816	0.0007284202452	0.0040267255292	0.0741126096	0.566394322	0.354362172
i	0.0938162755483	0.076357833184	0.143717513	0.254233477	0.40278976766	0.02908510828
</S>	0.0012273811437	0.00331852477789	0.00572857144	0.0409083744	0.265886714	0.68293043
