 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.54981538917	0.0557873039588	0.003169521134	0.0139292326372	0.04024152191	0.0194171266098	0.00835667580565	0.0305668534025	0.0209953830227	0.257721020982
s	0.6709016292	0.23595442855	0.0602777569202	0.0167254410809	0.00473211744775	0.00221226909529	0.000789058495205	0.000376630975458	0.00791426950942	0.000116333047303
e	0.674057828	0.2544924382	0.041959798978	0.0019908850238	0.0061571102642	0.0108112669084	0.00151535515632	0.00322602468809	0.00071400831084	0.00507527553143
l	0.553176306	0.431576156	0.0092016493372	0.00089732408013	0.00302443674118	0.00203019688629	2.00403135763e-05	2.00792033133e-05	1.75137771361e-06	5.20805817219e-05
a	0.0559643754	0.614711468	0.1453393296	0.020512364248	0.058252457856	0.0754537774695	0.00647035174335	0.0124139612499	0.00297182251285	0.00791004314552
n	0.0224539196	0.876466004	0.07274426206	0.0069996511596	0.0182701210366	0.00187804447522	0.000111598061059	7.0926633661e-05	7.63225679095e-05	0.0009291646635
a	0.03925152324	0.4824636772	0.1662102558	0.024405269964	0.067420301828	0.087506031959	0.0184527707782	0.0494275785651	0.00958716834643	0.0552754367519
v	0.030608949344	0.6700768052	0.197145157	0.05169633922	0.037216148168	0.00782382564124	0.000272951847474	0.000384153141796	0.000203615447369	0.0045720785594
r	0.013138830614	0.203221534	0.2659487898	0.15495813258	0.0615093984	0.05781516761	0.0305004389231	0.184638842153	0.0103676268196	0.0179012869978
ì	0.40111439	0.2503684412	0.1584572401	0.0774755082	0.02433240268	0.010634074062	0.009893276084	0.0284741430599	0.001101162757	0.0381493961477
k	0.017414813962	0.345855652	0.2883113532	0.1129187223	0.14991053714	0.059072989518	0.012724404609	0.00711531752203	0.000217695482574	0.0064585381958
o	0.060229739114	0.144886134	0.2268587874	0.1734794762	0.09759046014	0.0339641879	0.034271763972	0.0396929288391	0.117466011123	0.0715605409392
a	0.00871906154808	0.07734678886	0.4711476152	0.0812057635	0.21629456374	0.128892805487	0.0065746455338	0.00706905993556	0.000164292103099	0.00258541820069
f	0.0009354393202	0.0271006754	0.395041372	0.161873549514	0.2591516134	0.08805940116	0.0228385488506	0.0430833816655	0.000739588327801	0.00117645073903
ù	0.008159505308	0.0199462435	0.1319681394	0.447165895	0.0609518358	0.0456333927	0.037768968768	0.107053703049	0.09997060938	0.041381711474
r	0.000864540178	0.01187618004	0.1544064548	0.44457805056	0.2014121182	0.1296739482	0.0361046639274	0.017636218243	0.00104870253573	0.00239917148038
n	0.0162198246548	0.04481119488	0.0770491384	0.2699520048	0.1600403056	0.0844490963	0.08786169092	0.0720962342969	0.0702255224122	0.117295020182
o	0.249405741702	0.006899531794	0.0589533434	0.318368270286	0.159489334	0.0653827014	0.03782308218	0.089368032164	0.0092366186828	0.005073354314
k	0.00135449662004	0.0105245653893	0.065992823808	0.03995450444	0.440221746	0.251249445	0.1104814331	0.05941768644	0.00429897559	0.0165043354468
a	0.015580825368	0.142719680052	0.0253608802	0.1157130045	0.3100369618	0.1748988136	0.0467082898	0.08977720557	0.0724301121916	0.00677424938
k	0.000449460858994	0.004695944039	0.03783696622	0.066863945588	0.36070124	0.319685202	0.1165646616	0.07144808086	0.009900281144	0.011854234416
a	0.0079020708	0.070740003038	0.0288543541	0.0686933012	0.2990921836	0.20383666632	0.0583757424	0.141474776596	0.102272660628	0.01875824766
n	0.000152347824442	0.001182632008	0.020981367546	0.061774533328	0.259681317	0.364779894	0.15544948848	0.108510406	0.01818284512	0.009305183304
n	0.00384386030968	0.014584585036	0.016057095002	0.110846559438	0.15283819976	0.15755726704	0.09327580024	0.05316527656	0.261071021225	0.13676035078
i	0.1522208381	0.00172209657	0.014268407874	0.046469040006	0.07480921364	0.19402131176	0.149794477	0.18831621	0.0893708127	0.08900756034
u	0.00028969448667	0.00131389842867	0.0084248492648	0.007757170668	0.08978601186	0.28472684	0.2977382898	0.221866908	0.02538222392	0.06271407674
n	7.781348962e-05	0.00074657528494	0.0417002577822	0.016805612914	0.1049881472	0.178513602	0.2590732076	0.3222101342	0.04202493776	0.03385971131
r	0.030341630606	0.008944222132	0.019734720364	0.0298086706906	0.057763788288	0.173108811186	0.1468180167	0.1029048826	0.238589079148	0.19198614346
ù	0.1432538015	0.00202319944	0.0261050287	0.073014190592	0.04897673432	0.09889879596	0.16378209386	0.248940814	0.10602185748	0.088983484172
s	0.00019144443862	0.0004409703621	0.0046067674174	0.005141516742	0.029824611348	0.1872889492	0.25242525974	0.133981868	0.0899628734	0.2961357348
t	0.002163871212	0.01542615329	0.0053395208226	0.007346140958	0.0574861308	0.1980280342	0.22034639728	0.0878308448	0.3433946296	0.06263828334
i	0.161007801392	0.0011841975918	0.0067587542588	0.024606994052	0.0202888312	0.0717811124	0.187054944	0.306619238	0.1435221276	0.077175980424
k	0.000198938554501	0.00072313088136	0.00448696214985	0.000670967708584	0.0141262025662	0.05900969548	0.14471913504	0.237952524	0.1960731288	0.3420393426
o	0.024836129074	0.0816890748767	0.0062166549365	0.002739504676	0.0286932304	0.103263425	0.2248194858	0.230920236	0.240907922	0.0559143428
k	0.000245905194885	0.000562952211842	0.002758722385	0.00126851833894	0.02238737924	0.06361459186	0.12166870384	0.2194426434	0.30902299656	0.259027604
a	0.002355720126	0.0098701733422	0.004096806247	0.003981076104	0.02799894284	0.10827431454	0.1933078292	0.1915420712	0.4015139776	0.05705906624
l	3.7185328894e-05	0.00046743429985	0.0022304351539	0.0097198270984	0.019098767396	0.07775503852	0.09165140608	0.1972895044	0.3737960324	0.227954414
ù	0.006600426424	0.017531695468	0.01773219412	0.01311643826	0.03062821184	0.109668591	0.1377512702	0.1649482862	0.4162765748	0.08574631208
</S>	7.716071382e-05	7.36105376e-05	0.0011145166886	0.0009320214516	0.0026696342072	0.014953978926	0.03230243546	0.0962547664	0.2463025588	0.605319322
