 	io	non	so	cosa	è	da	scrivere	</S>
e	0.562009713623	0.183481379545	0.0055656068212	0.0165143377808	0.001469263327	0.0080511301878	0.0047129934269	0.218195524602
v	0.78190851044	0.0154716212	0.00485258894	0.193006171124	0.000764591197136	0.000283691858128	0.00164962661682	0.00206319747403
ò	0.6385944152	0.128730636596	0.0427174311784	0.0102323284147	0.0582851200346	0.0810870353128	0.0363476741362	0.0040053780713
e	0.1793654972	0.531169814	0.2686612978	0.008154222622	0.00948993232498	0.00169756604927	0.000973422706157	0.000488213966439
n	0.18819099933	0.3297476552	0.2325275748	0.191261761566	0.0279084177387	0.00509089547243	0.0217559560696	0.00351676778059
e	0.0798076771632	0.2233329066	0.365267675	0.05359477048	0.051082711114	0.099028694316	0.0887660267608	0.0391194873986
s	0.00521981813251	0.1355617098	0.747820266	0.0905364149	0.015632091594	0.005021903232	8.4850139132e-05	0.000122937896109
s	0.009639051374	0.07663334988	0.4122972486	0.12504795974	0.078693129	0.12491902732	0.141567793962	0.0312024353592
è	0.014544478317	0.0533836196	0.61608043	0.1049925962	0.05513093217	0.100113213504	0.0489583585276	0.0067963896812
r	0.00247093738286	0.0965898589	0.61429306	0.16567324772	0.1044389592	0.00901882432	0.003016434326	0.004498676835
o	0.0164121221	0.0579343752	0.4590947338	0.160776484	0.07793129232	0.1236103941	0.072761246276	0.031479312
t	0.00568994019165	0.0574409845032	0.323141312	0.399991256	0.13490885	0.0687187432	0.005090345424	0.005018572228
i	0.0130994767163	0.0358894411256	0.275321517	0.27332489	0.080956642	0.2138825868	0.078031259214	0.02949417204
e	0.00236180458624	0.0156470709684	0.2226749358	0.227814533	0.206387478	0.2679610208	0.041555065214	0.015598094296
n	0.00469648636318	0.0311768314911	0.03994577014	0.2122850834	0.3046996992	0.3181542756	0.0705710638	0.0184708242596
a	0.0145064874248	0.0039391275568	0.025323305	0.060994751784	0.20198629586	0.2624829748	0.238499137	0.1922679458
g	0.000720924129855	0.00652124088937	0.077351233274	0.0692791002	0.2348476846	0.44867101	0.14605179088	0.01655702156
r	0.00872402934	0.0042545113257	0.0156517553	0.05159903232	0.145363032	0.2976275588	0.3405186298	0.13626144934
à	0.0604638005449	0.0098284319592	0.02872723564	0.02843156288	0.14398793	0.27381054	0.285901980148	0.168848491
s	0.00076621976295	0.0017656992848	0.00642575378	0.008539732588	0.05430605974	0.1067610696	0.658139872	0.1632955779
s	0.0334197419289	0.028987413368	0.0697336428	0.105773901	0.1074131274	0.3162587612	0.2276247458	0.1107886502
o	0.0169430350385	0.00836454347836	0.01963055941	0.01056439964	0.105068695474	0.4587554678	0.14167459392	0.2389986939
</S>	0.00030407897545	0.00237692560956	0.0078528871008	0.002672260508	0.01199715542	0.0661005466	0.204332114	0.704364032
