 	il	muro	vuole	uno	specchio	</S>
o	0.58004350245	0.0384747421882	0.0055924825766	0.0028754368822	0.0042209668791	0.368792861919
t	0.308267782658	0.187546467	0.2693529382	0.21563029682	0.0173236550998	0.00187888735217
ì	0.19783917602	0.36579564274	0.08510755305	0.147755577527	0.194227734908	0.00927434936526
c	0.03725665639	0.693778164	0.16875519042	0.096519579851	0.0014789747262	0.00221142922258
h	0.0821760554592	0.3435854152	0.1177599822	0.2243209971	0.167858720193	0.0642988066932
o	0.4563955253	0.0865466402	0.0991465374	0.17083106488	0.000619842158	0.186460350779
t	0.0236496759079	0.36651942686	0.521172844	0.07276580472	0.00103535651858	0.0148568652265
è	0.00930541684	0.1064214214	0.45730317	0.15555823548	0.26554855366	0.0058631836008
l	0.0117960439134	0.27542176	0.50013098	0.1065161154	0.004454101708	0.101680999943
i	0.106429008941	0.35680242712	0.278213888	0.159964743	0.043762141	0.0548277789468
è	0.0155112472339	0.209984996238	0.3166953208	0.3450447454	0.03842878472	0.074334884848
n	6.16378415012e-05	0.031592458012	0.1958473124	0.4224464514	0.19701609716	0.153036046992
a	0.0018391333242	0.030392822372	0.0741292206	0.4046451376	0.472859928	0.016133736
n	0.00414793346591	0.114241439977	0.177152058678	0.3613151024	0.2461728599	0.096970630126
j	0.001658466438	0.0059525233216	0.00929782656	0.29753462314	0.652405405	0.0331511693
a	0.19239948426	0.02025919156	0.04485467696	0.3020823064	0.2516505618	0.18875382844
l	0.0320663987527	0.0605186887053	0.0815904177224	0.1773707996	0.3036367926	0.344816893
ì	0.006694446872	0.130290201054	0.028613777932	0.29970078284	0.50603249	0.02866831354
</S>	0.0015732484095	0.004143017219	0.00728583932	0.0136351007	0.283592929	0.689769836
