 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.533481794368	0.0414764279	0.009424337237	0.02448185065	0.00847133153	0.0087374854395	0.0494732152716	0.0352970750406	0.0175832888462	0.0301112028156	0.0191156914518	0.0761600423831	0.146186251604
n	0.543823853542	0.2269232252	0.208903787	0.004449987966	0.0020740838218	0.00026206680516	0.00244630674118	0.00022743720193	4.191779492e-05	0.00047509609778	0.000400014867628	0.00876123127445	0.00121102311994
ì	0.18800340532	0.286013392	0.1509350048	0.135449671828	0.03161792049	0.0498874511342	0.0154892710771	0.0140082894078	0.0289698124917	0.0098544504112	0.00503511234413	0.000482279930064	0.0842539588588
c	0.106759274924	0.77032471	0.1056768802	0.009556809696	0.0061592113864	0.00081568298373	2.542495663e-05	2.29684575408e-05	2.70441334634e-05	2.48331616864e-05	7.45899384935e-05	8.35268161e-05	0.000449034014822
h	0.020146408126	0.3503887836	0.129073681	0.1662878694	0.07395291564	0.0127235709322	0.0414926938728	0.0607518658728	0.0368914129206	0.0151008575068	0.0258430511702	0.0180933224556	0.0492535495851
a	0.1155637828	0.39924916	0.221210436532	0.16341425588	0.03238759426	0.02411877027	0.004926529402	0.00056622741332	0.000707646873653	0.00184106373392	0.000139009493755	9.4380854423e-06	0.0358660336327
n	0.017944891411	0.2575595172	0.4696767968	0.193176314	0.03511424566	0.0164755364822	0.0034874302508	0.00100906092822	0.00324891937103	0.00165418519883	0.000392316345826	4.59534525556e-05	0.000214806371282
d	0.0027971711066	0.044331414	0.395839059	0.19574774044	0.04070691428	0.0228389083	0.00767628595578	0.0087339435347	0.101736421043	0.0392997477249	0.08632909636	0.0379419830188	0.0160213127962
ì	0.01790379486	0.1863729058	0.1421552714	0.3456271008	0.0900158489	0.03749526992	0.070162518689	0.0343927406648	0.0112702249149	0.0434663673168	0.0119228410551	0.000218504175941	0.008996623663
s	0.100086174986	0.19010929819	0.18805794	0.296203906	0.0693238388	0.095458653144	0.0191294599248	0.0215581495656	0.0127431914521	0.00610165611054	0.000769782123201	9.90454645258e-06	0.000448022462768
o	0.0136305104662	0.1230665222	0.143104035	0.26373468	0.19257012232	0.05927734818	0.0204236771742	0.02082328614	0.0775002617032	0.0157061661852	0.00840170882077	0.00809020366002	0.0536715325823
n	0.0095953315408	0.0657835542445	0.07884478418	0.349554688	0.37330266	0.0879546738	0.0191212886	0.007278620314	0.00449011465142	0.00390610316694	0.000129099992398	1.58232439353e-06	3.75121019042e-05
t	0.00194669098101	0.013213763414	0.0593009426	0.1761373876	0.3063547292	0.069459216	0.008198805388	0.013204467616	0.168017952629	0.0950267389962	0.0696859766786	0.0102713952716	0.00918196143326
a	0.035072279526	0.027718003492	0.0217315798	0.2672771578	0.2388261633	0.0689140478	0.1044428651	0.056779018568	0.0217433874421	0.108583366902	0.0421867339288	0.000930347932924	0.00579502803732
i	0.0106381047142	0.0593434754997	0.03055000122	0.1724883836	0.338608973	0.2923690594	0.03946779214	0.021894712114	0.0134362069306	0.0188295252636	0.00176067670488	2.79194969703e-05	0.000585195908217
k	0.000689803726737	0.0269305801159	0.02805962856	0.0716671432	0.2379466364	0.1825176586	0.13830255766	0.05465682486	0.10358738564	0.0941019246891	0.0329584861364	0.0124852615402	0.0160960870946
i	0.040798401003	0.0146967595142	0.029211500576	0.05178187732	0.1005392766	0.1771562874	0.25950269526	0.12408515076	0.0421421062	0.0641560083858	0.0620995808392	0.0111578759054	0.022672486948
a	0.00279910607288	0.0139027169098	0.014003510614	0.1378459818	0.237790107	0.2997547464	0.1628471129	0.06919228538	0.0195163282726	0.0405840090078	0.00142597460514	0.000116705989675	0.000221421136774
t	0.000218470055216	0.00999883697631	0.0093647372872	0.03087945444	0.091404072	0.2668427274	0.1547679342	0.084529116	0.12740914826	0.167252749844	0.0366337276981	0.016889983845	0.00380902795232
è	0.00764036320616	0.0096575050362	0.024424347456	0.024767036	0.121059499	0.2574142622	0.112319804	0.121027586	0.1120373696	0.0415996386	0.0407843966844	0.0453476296997	0.081920586384
r	0.00466935064631	0.0185865621757	0.004242028654	0.04071007992	0.1465602822	0.226641071	0.10149092874	0.0732549273	0.2799058432	0.0933737348	0.004756863156	0.00369076997686	0.0021175800584
a	0.0140003470053	0.017530389634	0.037604853142	0.03385984668	0.0882189162	0.1702058534	0.30369833	0.1377401328	0.10882855496	0.05105674316	0.02141363844	0.00677011826739	0.009072296666
m	0.000664265167335	0.00219727137241	0.00138162378102	0.018747081298	0.06195160234	0.096981734	0.1794689236	0.39029348778	0.101968359	0.10666073106	0.036729062648	0.0024211755107	0.000534684057
u	0.0108712627648	0.0141290624156	0.0350990817149	0.0388612628526	0.0422215747	0.10280618254	0.2777371708	0.2143706006	0.0511988512	0.07307646604	0.05907927134	0.0730901560634	0.007459048806
t	0.000265268186279	0.00104558200876	0.000464563984	0.0054211138114	0.02845289346	0.0747976768	0.21684593334	0.313164578	0.1450734296	0.13873565946	0.06431261972	0.0065357876172	0.00488488008
i	0.00213937943865	0.00987210171574	0.0160100670978	0.014200373472	0.03423629914	0.10674951106	0.066755201	0.1469485662	0.272897087	0.10997464598	0.100686418716	0.0780341882044	0.041496216896
n	0.000530463454688	0.00200938541872	0.000510953765012	0.0051673126494	0.0267355426732	0.05133780746	0.09752542828	0.2953015823	0.270018713	0.1453281329	0.09041551005	0.0118085213572	0.003310609
ì	0.00123903823832	0.0016546241132	0.00085303585872	0.0013978177868	0.00646931608	0.0189310828	0.005822590458	0.03375168942	0.5642365692	0.06749100969	0.0791845088	0.112730934926	0.10623777382
c	0.000772897180736	0.00172123363676	0.000276041554228	0.00301169409218	0.0296006659988	0.01760329428	0.057906997272	0.20431926386	0.410926164	0.1882619386	0.03704322768	0.0429627514403	0.005593840962
h	0.0126018173819	0.0987092577767	0.06100205444	0.042946778666	0.05046822418	0.0165010011	0.05942973964	0.043077496926	0.285415478726	0.080842492746	0.022954145848	0.183391826277	0.04265971052
a	0.0115103084743	0.0246851099334	0.022189700288	0.0239581120519	0.02835271221	0.053601692	0.1992171254	0.1407467598	0.08463745376	0.2466618804	0.1350443094	0.014398524448	0.0149963091
p	0.00172578780535	0.00250122274691	0.00179068717079	0.00273203988452	0.0037412037034	0.00597571456	0.02544463856	0.117231535324	0.0717458816	0.274309518	0.352138986	0.0601498344	0.0805129654
à	0.00284257760464	0.00849499984847	0.00994180861321	0.0104070436488	0.0145057184057	0.030793221934	0.0130494635	0.04569067328	0.23172946844	0.21145367214	0.147742493	0.268660598	0.00468829506
r	0.000432146680486	0.000309504756256	0.000120684661294	0.0008524931104	0.0029050032204	0.00836557435	0.02003266172	0.09743362454	0.1847063324	0.420863636	0.119778592	0.1117134518	0.0324863242
o	0.0335902619548	0.0120477406811	0.0126921411935	0.0110274660969	0.0158833608772	0.024430475226	0.0421706782	0.0659380361	0.16254589158	0.20253539	0.1867160754	0.20263997094	0.0277825352
n	0.000757102625074	0.000901545353542	0.000152116861957	0.0010066925664	0.00440624681838	0.020685631337	0.044911009784	0.106909954928	0.08557629536	0.1075962448	0.3372115492	0.12164571014	0.1682399036
t	0.00020785310544	0.0004784005158	0.00038487187632	0.00136055788083	0.00355629160016	0.0036140053802	0.002331345584	0.02331411636	0.1468660512	0.1007487358	0.2770744	0.39370384716	0.04635949642
a	0.00156130914619	0.0019241245832	0.00098084054826	0.00185879970536	0.0036888322996	0.009625914696	0.07995575196	0.0715030984	0.0415121707	0.1490079134	0.496878485	0.068633905	0.07286883622
s	0.000168185433858	0.000221271665267	7.3357051699e-05	0.000550261482516	0.00198039035072	0.00207121341754	0.0075335514072	0.021521879214	0.03145826702	0.1485820172	0.435853084	0.1197680854	0.2302184292
i	0.00025837088006	0.00243634636058	0.00465206552753	0.00427759788858	0.004333708105	0.004578922566	0.0020475548	0.01147905372	0.10991627986	0.14385319808	0.2722557402	0.349973296936	0.08993787342
n	4.09865355315e-05	0.000338905613726	7.0366397243e-05	0.000906290382576	0.00983633393785	0.0051632156536	0.0403406198768	0.116903685226	0.0662715772	0.0756538045	0.346331502	0.14251758265	0.195625167
