 	non	ho	cosa	è	da	mangiare	</S>
e	0.675098006052	0.037388674341	0.012017663779	0.0019985149822	0.00724039778306	0.016247404503	0.250009366436
n	0.66785351606	0.1138627134	0.2000756706	0.010232354816	0.007550561966	0.000150043464	0.000275111112618
è	0.1100273477	0.221983575	0.25614319534	0.11819780927	0.03460361052	0.143690391953	0.115354063004
c	0.0788895094	0.628321342	0.2029029874	0.082543019002	0.0065825949392	0.0001742582118	0.00058628140368
h	0.02175672752	0.231267981	0.242443798	0.17181046436	0.1133680461	0.16389450582	0.055458476324
o	0.063602839736	0.50226419	0.1669389582	0.0948029694	0.00572765952	0.000899819916	0.165763585936
t	0.0316865426492	0.1473213416	0.5328209134	0.24746946	0.0361535614	0.002582309082	0.00196590813322
i	0.00851969884332	0.0551199852	0.46445941804	0.1792260084	0.0610075166	0.22245196164	0.00921538728
è	0.00459216484	0.052639366536	0.1488014914	0.515556434	0.253275658	0.0200111115	0.0051237813704
n	0.00201841873956	0.0151338552554	0.06583072208	0.466163268	0.213005977	0.225579391	0.012268348752
a	0.00997343078082	0.02670295076	0.0766908774	0.223526532	0.2012948654	0.429687594	0.03212376752
f	0.0041612883292	0.0117310860054	0.021229286102	0.1413859404	0.31602553	0.44990581	0.0555610672
à	0.00537034552134	0.0072057811948	0.02156201152	0.0974911099	0.263922743	0.476319558	0.1281284458
o	0.00044233062674	0.00156662309733	0.0024875331002	0.041249557292	0.09997295415	0.776625886	0.0776551476
</S>	0.00321375119577	0.00232987102435	0.0081041055804	0.077425283148	0.11509350512	0.41691866	0.376914804
