 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.412523230327	0.0180725619681	0.0048379263374	0.108076390507	0.0702617139914	0.133172381571	0.0375051495898	0.21555069351
n	0.4927826647	0.303253205512	0.154943415169	0.0473226713597	0.000533419972683	0.000236753508014	9.60296295313e-07	0.000926913559973
a	0.246278916364	0.2766709194	0.28177947366	0.009252417144	0.0917815038502	0.0858864928784	0.00141764536249	0.00693262309245
v	0.24753621716	0.54837161	0.188533308474	0.015072949558	0.0002755040415	6.83967017838e-05	8.19963084547e-06	0.000133836919242
o	0.07152661178	0.07593265612	0.32473764506	0.2540141622	0.110211872042	0.0796631932185	0.0461540932507	0.0377597710888
r	0.293931083262	0.3070000502	0.3441690238	0.038351191375	0.010325928244	0.00533368601496	0.00022499946066	0.000664035341476
à	0.007934021926	0.37323845382	0.1870735092	0.04062944626	0.149143196369	0.050117000832	0.0022891079688	0.18957522913
s	0.219692283059	0.03639351376	0.33859782874	0.1015841906	0.1290154457	0.124244958294	0.000788383671888	0.0496834235574
o	0.0242474554264	0.047247436846	0.2173632641	0.376892182	0.107467657544	0.0843108203704	0.0246644111145	0.117806754702
o	0.162342658711	0.105765783548	0.319446724	0.322908606	0.0642865746	0.0194525128932	0.00127338522461	0.00452377851285
t	0.00471086623302	0.0112616253751	0.145148880546	0.3542343528	0.2683772326	0.19219089572	0.00325978355661	0.0208163683961
s	0.00319094679129	0.014810591544	0.0454302328	0.4805122494	0.11409110954	0.079238696456	0.0350322394426	0.227693946052
o	0.007075000425	0.05793260028	0.283404817	0.502639626	0.05322853254	0.01333128686	0.0035069866944	0.078881152492
m	0.0249684191509	0.00497058022419	0.00819716768	0.18569915	0.317180862	0.13104410334	0.0545173643132	0.273422363702
ì	0.186080210027	0.061970299554	0.10119981082	0.3159848674	0.1379885138	0.0733697194	0.0308346912	0.09257191454
k	0.0260343629706	0.00969844910962	0.026577639282	0.16613713752	0.313650035	0.2252253214	0.07485413974	0.15782292674
u	0.0650918829542	0.00488083045	0.0199027228	0.2340338304	0.286669523	0.1509401974	0.18038214312	0.05809891108
à	0.00830022308086	0.00142204785626	0.0027767156386	0.01501101052	0.3866203328	0.324948578	0.12384896766	0.1370721302
i	0.00237791382421	0.000274076092418	0.00432362688094	0.0186691839	0.28486433934	0.188789023	0.46765401898	0.033047817401
k	0.00168024419467	0.00143802622197	0.0450943149106	0.022930528478	0.2222979644	0.429522348	0.195130738	0.081905811072
u	0.0142154120259	0.0257285028764	0.057722947036	0.0661128303	0.1658103922	0.282728374	0.360230975	0.027450571
à	0.00154783841214	0.000474446788531	0.00082237091222	0.002904849048	0.0927962432	0.4051211532	0.251121554	0.2452115542
i	0.00261261428562	0.000333394470309	0.0053022148844	0.0084420650404	0.0664440156	0.2455551098	0.644880958	0.02642962528
m	0.00108555486759	0.0008324014216	0.0275062171136	0.0092927194746	0.054164251	0.2762560252	0.458189232	0.172673639
è	0.0103754131211	0.0327494244213	0.085851244206	0.046214218646	0.101142760588	0.2300690024	0.4688649164	0.0247330276
r	0.000371782911958	4.57265609758e-05	0.000110987279244	0.00033604991192	0.00489201282	0.0855942628	0.803637718	0.1050114178
i	0.00519470053301	0.00208967811492	0.006429154971	0.01010218494	0.083567185626	0.2893938502	0.5459546368	0.0572685598
</S>	0.00324878547035	0.00155407307866	0.00167514475714	0.00018251070236	0.0046640604346	0.01615693826	0.15843516	0.8140833
