 	non	mi	aspetti	che	non	vengo	</S>
m	0.244377007706	0.330087681682	0.0029660922884	0.002290234258	0.01364774163	0.0355405725078	0.371090606012
ì	0.21332975406	0.228861181108	0.326980225877	0.20851542714	0.013393185536	0.00691591858299	0.0020042931264
m	0.0626712974638	0.612424888	0.2916274412	0.02756054156	0.0053610741858	2.870207202e-05	0.000326035948253
e	0.0336603964882	0.255034092323	0.425270864459	0.0845577566	0.08776261782	0.105909375338	0.0078048885628
m	0.0223631654066	0.4887993028	0.3903109632	0.0819039392	0.015597505692	0.00015969036256	0.000865455785138
ì	0.0974085427016	0.154328706659	0.444878100995	0.11069113239	0.07671975123	0.110539666759	0.005434098761
n	0.0172153993252	0.08063805736	0.555082149012	0.243812362	0.0901904918	0.003543729358	0.0095177514164
e	0.0932505845028	0.13039522602	0.364726872464	0.16840254	0.1680911512	0.0594659544	0.01566770766
k	0.00933623928565	0.005984846777	0.234090821308	0.579950382	0.163985944	0.002522361552	0.0041294424878
a	0.0133823976838	0.0470366800692	0.305683827388	0.213037946	0.0928232234	0.306506668	0.02152923842
e	0.0175430885665	0.0067488095774	0.17783211424	0.470876862	0.283015224	0.02669459434	0.0172893054
n	0.00165416652357	0.0144943967604	0.145754574586	0.210752814	0.4092110936	0.15785074506	0.06028222697
è	0.0005367785832	0.005767042714	0.03536604878	0.082389829626	0.20836351626	0.461427026	0.20614978726
r	0.00579061152492	0.0489249409679	0.1297620832	0.0915131016	0.2928066092	0.3507353176	0.0804673316
k	0.00494982903878	0.0285344512542	0.0881250659043	0.07990331606	0.2024863278	0.52893	0.06707103854
u	0.0485706985689	0.0139965769569	0.0331501795443	0.14583697072	0.1423862054	0.378248546	0.23781079575
m	0.0694176587631	0.0337175008633	0.0135708408749	0.034658595788	0.1032619228	0.2454565548	0.499916952
e	0.00957477006976	0.0152448425336	0.109643771208	0.0511454862	0.248855658	0.4970029568	0.06853254888
</S>	0.0125044367214	0.00459365377598	0.0028173110941	0.01373652588	0.0633874092	0.1500336448	0.752927052
