 	venne	scritto	</S>
a29	0.64725685	0.284574985	0.068168153
a24	0.694058583333	0.254800961667	0.0511404416667
a37	0.658081507778	0.281643783889	0.0602746958889
a29	0.654563539259	0.27586071463	0.069575711963
a13	0.675763983086	0.241516104877	0.0827198906543
a11	0.669070091029	0.218384111626	0.112545786885
a31	0.59414496701	0.240553970542	0.165301055628
a39	0.49814407567	0.285100180181	0.216755745209
a18	0.43197755189	0.31541214006	0.25261032507
a8	0.384298587297	0.32727246002	0.288428985023
</S>	0.362961008649	0.32982543001	0.307213592512
