 	non	aveva	da	stare	</S>
a37	0.190637435	0.104603088	0.0429854235	0.421480175	0.240293905
a38	0.157289858333	0.0754841613333	0.0335978331667	0.488347745	0.245280441667
a24	0.138275630778	0.0687934137778	0.0334534387222	0.531503678333	0.227973893889
a8	0.117383861593	0.0700224679259	0.0408367752407	0.582897569444	0.18885938463
a17	0.111721200531	0.082528684642	0.0539267640802	0.574974373148	0.176849031543
a31	0.115619661844	0.101942664881	0.0756502213601	0.502592034383	0.204195467181
a20	0.121782622281	0.117368776294	0.0987630804534	0.410440151461	0.251645405727
a8	0.12757446076	0.126170865431	0.115750526818	0.342817040487	0.287687141909
a31	0.135301200253	0.134984445144	0.129249462273	0.295108256829	0.305356670636
a20	0.150651783418	0.150586098381	0.147705047424	0.25650183561	0.294555253545
a31	0.168753544473	0.168686252794	0.167472202475	0.22806159187	0.267026411182
a8	0.182418168158	0.182377637598	0.181863124158	0.213624563957	0.239716510394
a31	0.192259886053	0.192236152533	0.192037434719	0.205505111319	0.217961420131
</S>	0.195274848027	0.195255376266	0.19514238736	0.20324698566	0.211080405066
