 	l	ho	sentito	quando	veniva	</S>
a31	0.24853151	0.21057668	0.24982764	0.237545845	0.0271564515	0.0263618435
a46	0.269831143333	0.211511533333	0.25152453	0.227247861667	0.0201858711667	0.0196990785
a41	0.305180647778	0.213730901111	0.2405813	0.210388653889	0.0152345397222	0.0148839755
a31	0.338058865926	0.21016017037	0.22995721	0.196659557963	0.0129110489074	0.0122531505
a24	0.373510305309	0.196236560123	0.21712882	0.184935039321	0.0131746089691	0.0150146718333
a31	0.420074555103	0.171718480041	0.205692673333	0.169321333107	0.0145002376564	0.0186927412778
a15	0.399000395034	0.150498400014	0.206490971111	0.170358691036	0.0318186062188	0.0418330037593
a46	0.293357248345	0.147538400005	0.20584420037	0.185268307012	0.0758923220729	0.0920995679198
a31	0.220587292782	0.155265580002	0.19138509679	0.182372072337	0.119323114024	0.131066865973
a0	0.192600667594	0.161203386667	0.176566672263	0.173197044112	0.146005271341	0.150426981991
a41	0.175790252531	0.164573528889	0.170519104088	0.169430281371	0.159051590447	0.160635293997
</S>	0.171370591265	0.165511319445	0.168836142044	0.168298400686	0.162568230224	0.163415396998
