 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.153970175	0.15739819	0.0446397345	0.0241049619	0.0734294965	0.416321175	0.130136295
a24	0.134271195	0.14837072	0.0475906591667	0.0142960345667	0.0911231431667	0.421521981667	0.142826298333
a31	0.136317441667	0.156409816667	0.0507353020556	0.0105325780222	0.102014174389	0.401100647222	0.142890069444
a0	0.148100420556	0.168235498889	0.0363914593519	0.00817688084073	0.0744755157963	0.451309159074	0.113311059815
a31	0.174219370185	0.195612852963	0.0228214814506	0.00646099434691	0.0469285622654	0.470498676358	0.0834580589383
a17	0.160570153395	0.179293567654	0.0133980664835	0.00443967451564	0.0286589817551	0.560405458786	0.0532341316461
a13	0.114097434465	0.123985999218	0.0139967714945	0.00735331850521	0.0263384312517	0.673539519595	0.0406885315487
a31	0.083139128155	0.086837206406	0.0148981001648	0.00979735883507	0.0253958420839	0.742116206532	0.0378161228496
a20	0.0683260760517	0.0683218814687	0.0149496117216	0.0111304641117	0.0216411643613	0.781825268844	0.0338055146165
a31	0.0647394786839	0.0632334164896	0.0221931462405	0.0184837518706	0.0266737124538	0.765815489615	0.0388609975388
a23	0.073653426228	0.0712635421632	0.0325318357468	0.0286843699569	0.0355252774846	0.711583996538	0.0467575311796
a8	0.0931576604093	0.0906266740544	0.0531601839156	0.0494494159856	0.0556935558282	0.590344308846	0.0675681890599
a20	0.11467159847	0.112180678018	0.0792855913052	0.0763842303285	0.0834503636094	0.434157379615	0.0998701663533
a31	0.122950512823	0.120139286006	0.0944449391017	0.0925431517762	0.0984932495365	0.358187476538	0.113241395451
</S>	0.123595896411	0.120225633003	0.0990510925508	0.0977392958881	0.102137049768	0.343988213269	0.113262832726
