 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.146796285	0.155216415	0.076556587	0.121292655	0.0266180955	0.0434237365	0.343472305	0.086623885
a39	0.130874055	0.152053728333	0.0579390343333	0.111040625	0.018661275	0.0310406951667	0.432526558333	0.0658640223333
a41	0.131198941667	0.165282696111	0.0424064577778	0.087451085	0.0153319695	0.0235792680556	0.492484909444	0.0422646464444
a39	0.123614418556	0.162582182037	0.0311858935926	0.0607608716667	0.0146551821667	0.0189850910185	0.562348669815	0.0258676438148
a20	0.108853394185	0.147374000679	0.0277041518642	0.0510517772222	0.0161399010556	0.0192755053395	0.606590573272	0.0230107002716
a0	0.102847231395	0.136797970226	0.0328902059547	0.0550526874074	0.0239234786852	0.0290172087798	0.584770027757	0.0347012157572
a31	0.0913924771317	0.119442006742	0.0421649753182	0.0680233728025	0.0344475268951	0.0433967492599	0.544106462586	0.0570264319191
a13	0.0792879490439	0.101310118914	0.0570074984394	0.0907424129342	0.0505679492984	0.06166511142	0.462179540862	0.0972394206397
a17	0.0830167330146	0.097750789638	0.0753592328131	0.111860910978	0.0707308547661	0.0801543658067	0.340839960287	0.14028716688
a31	0.0922858043382	0.100022468546	0.0896534976044	0.116867373659	0.0871284315887	0.0925620806022	0.270519393429	0.15096094896
a3	0.105312238113	0.108569478182	0.104081587201	0.118179387886	0.10299136053	0.105343981867	0.215014091143	0.14050786632
a46	0.115759842704	0.117013477394	0.1153023604	0.121384992629	0.114879490177	0.115786355622	0.168255717048	0.131617752107
</S>	0.119333606352	0.120019115697	0.1190941752	0.122628806315	0.118861885088	0.119360552811	0.151840768524	0.128861076054
