 	forse	sono	usciti	</S>
a23	0.657799185	0.112336875	0.086656333	0.1432076
a31	0.669418475	0.104430555	0.076993136	0.149157833333
a23	0.642078625	0.112155565	0.082528287	0.163237541111
a31	0.679332528333	0.100288961667	0.0825442623333	0.13783428237
a10	0.702657076111	0.0925384472223	0.0825647424444	0.122239754123
a37	0.623627138704	0.120541452407	0.113128425815	0.142702986041
a31	0.592969759568	0.131740142136	0.122827635272	0.152462452014
a37	0.573840803189	0.135306738712	0.126999488424	0.163852990671
a31	0.444555624396	0.178622076237	0.173853616141	0.202968710224
a39	0.337168441465	0.218390295412	0.216132092047	0.228309170075
a31	0.283599673822	0.238029515137	0.237093084016	0.241277740025
</S>	0.267301086911	0.243848022568	0.243362977008	0.245487945012
