 	mi	sono	vestito	</S>
a39	0.699640185	0.0638274025	0.166889125	0.069643325
a11	0.729199705	0.0439149388333	0.167460828333	0.0594245716667
a13	0.707718221667	0.0474797919444	0.177180559444	0.0676214672222
a18	0.729682427222	0.0510032209815	0.150787586481	0.0685268157407
a31	0.762909509074	0.0535596209938	0.11693874216	0.0665921385802
a37	0.758229219691	0.0605107919979	0.105425454053	0.0758345148601
a15	0.685161576564	0.0749649939993	0.127772161351	0.112101280287
a31	0.545929878855	0.107550104666	0.173612077117	0.172907956762
a46	0.403579226285	0.161774441555	0.214268105706	0.220378242254
a31	0.317471068762	0.208673387185	0.234750895235	0.239104660751
a20	0.276826782921	0.233064452395	0.243977651745	0.246131116917
a31	0.260068244307	0.243770447465	0.247697327248	0.248463968972
</S>	0.255505447153	0.246651893733	0.248720563624	0.249122064486
