 	avete	cucinato	le	verdure	</S>
a39	0.43504122	0.091547655	0.26622141	0.082473365	0.12471636
a31	0.405985296667	0.0813500383333	0.302107813333	0.0734773636667	0.1370795
a35	0.399483502222	0.0815062361111	0.285358947778	0.0814241932222	0.152227143333
a31	0.392489530741	0.0852350707037	0.246252159259	0.106112191074	0.169911051111
a20	0.331372286914	0.0937289222346	0.262398439753	0.128702127025	0.183798197037
a31	0.300464772305	0.0984155574115	0.288841373251	0.131030132342	0.181248155679
a20	0.292865500768	0.112033965804	0.296189624417	0.129314020781	0.169596855226
a39	0.262407706923	0.139951248601	0.273726971472	0.14882146026	0.175092558409
a28	0.231478288974	0.168220302867	0.238073653824	0.172215036753	0.190012692803
a31	0.213642786325	0.186709594289	0.214907371275	0.188192305584	0.196547940934
</S>	0.207553808163	0.192864267145	0.207961115637	0.193605317792	0.198015510467
