 	venne	scritto	</S>
a31	0.5533757	0.370972165	0.075652125
a28	0.573661553333	0.370498751667	0.055839675
a8	0.599612704444	0.342836997222	0.05755029
a31	0.695247668148	0.252790109074	0.0519622383333
a20	0.756896256049	0.191627593025	0.0514762061111
a31	0.770694352016	0.179447517675	0.049858162037
a13	0.754849040672	0.191169122558	0.0539818140123
a29	0.636911926891	0.239509877519	0.123578184671
a39	0.498768078964	0.286722559173	0.214509371557
a31	0.417473282988	0.310521286391	0.272005430519
a35	0.372943904329	0.32174566213	0.30531043684
a31	0.348592234776	0.328805754043	0.322601998947
</S>	0.342471067388	0.330587527021	0.326941369473
