 	non	ha	da	mangiare	</S>
a31	0.246412085	0.339335905	0.059354657	0.28099507	0.0739022575
a20	0.211620258333	0.396018271667	0.0435257956667	0.28916594	0.0596697175
a31	0.187617096111	0.486665633889	0.0366378425556	0.24094519	0.0481342161667
a41	0.178025382037	0.525137391296	0.0416418475185	0.2120766	0.0431187573889
a10	0.169251414012	0.515600530432	0.0510204365062	0.216348126667	0.0477794877963
a31	0.158085718004	0.497107296811	0.0488292835021	0.247275832222	0.0487018629321
a15	0.150887179335	0.452945065604	0.051675747834	0.280164830741	0.064327157644
a31	0.155386906445	0.384183421868	0.079517107278	0.276528540247	0.104383997548
a39	0.169310855482	0.328615407289	0.118147137093	0.247221223416	0.136705375849
a37	0.183626725161	0.28046551243	0.153761949031	0.222387321139	0.159758515283
</S>	0.190083352581	0.250770421215	0.171592589515	0.21296064057	0.174593027642
