 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.35975173	0.15276765	0.02536720175	0.0276861445	0.11473824	0.231078135	0.088610966
a31	0.401663233333	0.125183406667	0.0256889864167	0.0304094595	0.11473193	0.221334768333	0.0809882726667
a21	0.337374951111	0.135756038889	0.0380259524722	0.0502013481667	0.134228316667	0.199021946111	0.105391454222
a37	0.27088847037	0.14944102963	0.0522353564907	0.0724075693889	0.146022132222	0.178171072037	0.130834388074
a8	0.245440223457	0.15371897321	0.0609818388302	0.083857786463	0.147925304074	0.168168987346	0.139906926025
a31	0.279183481152	0.15986227107	0.0477522382767	0.0654641021543	0.140513488025	0.174832872449	0.132391565342
a13	0.339321083717	0.178432177023	0.0291969474256	0.0386008023848	0.115996846008	0.195286360816	0.103165770114
a20	0.393560751239	0.189799112341	0.0219376071419	0.0269678057949	0.079774505336	0.221256563605	0.0667035993713
a3	0.44149525708	0.180756434114	0.0187433583806	0.0225176409316	0.0521098284453	0.241446621202	0.0429307831238
a31	0.47978119236	0.161219861371	0.0163454967935	0.0200915223105	0.0395431178151	0.250327290401	0.0326914433746
a29	0.487581830787	0.15532139379	0.0156551935978	0.0195001271035	0.0381065922717	0.252912560134	0.0309222811249
a31	0.499344276929	0.14565979793	0.0155333238659	0.0191295563678	0.0387663560906	0.251009373378	0.0305573380416
a3	0.53045449231	0.119836635977	0.0168581192886	0.0198182764559	0.0407789676969	0.241700697793	0.0305528416805
a31	0.556256464103	0.098054318659	0.0183826594295	0.0204827558186	0.0421207242323	0.235067179264	0.0296359612268
a24	0.560025621368	0.0833194828863	0.0209455361432	0.0221591692729	0.0432949594108	0.241499799755	0.0287554964089
a31	0.551302740456	0.0732156626288	0.0262541003811	0.026945217091	0.0452679434703	0.245539516585	0.0314748164696
a39	0.492327480152	0.0756910725429	0.045467427127	0.0458255023637	0.0592078021568	0.233053742195	0.0484269198232
a31	0.416531706717	0.0895700675143	0.0691064243757	0.0693032307879	0.0784436693856	0.206179430732	0.0708654332744
a33	0.334863918906	0.106546979171	0.0941194614586	0.0942026969293	0.0983544631285	0.176956806911	0.0949556710915
a31	0.236298619635	0.125990479724	0.119663957153	0.119697348976	0.121440414376	0.15689584897	0.12001334703
a23	0.193162716545	0.134437516575	0.131001665718	0.131015266325	0.131719521459	0.147509989657	0.131153332343
</S>	0.176156708273	0.137616223288	0.135258062859	0.135265398162	0.135660835729	0.144700534828	0.135342241172
