 	non	aveva	cosa	a	fare	</S>
a31	0.308253065	0.200890875	0.0805751925	0.1177402995	0.16428583	0.12825471
a18	0.299651878333	0.187818525	0.0696448305	0.125780277833	0.1799214	0.13718308
a24	0.298935152778	0.163470531667	0.0776065615	0.138663645944	0.177926166667	0.14339794
a20	0.285151270926	0.157935340556	0.103217857167	0.149414561981	0.162453492222	0.14182749
a31	0.249354346975	0.152160786852	0.110629395722	0.16513358066	0.168254574074	0.15446734
a18	0.194019442325	0.132765715617	0.105495133907	0.18497510022	0.192532931358	0.19021171
a31	0.160298450775	0.128089018539	0.113886789969	0.181441770073	0.196632137119	0.219651876667
a17	0.159153720258	0.14169248618	0.13490634999	0.167823096691	0.18116115904	0.215263222222
a20	0.161504090086	0.154489848727	0.151809266663	0.16532478223	0.172208153013	0.194663890741
a31	0.164099560029	0.161347399576	0.160301052221	0.165622890743	0.168698564338	0.179930536914
</S>	0.165434855015	0.163836244788	0.163236496111	0.166028380372	0.167666392169	0.173797618457
