 	si	è	rotta	la	coppa	</S>
a31	0.4233792	0.1153391025	0.23979417	0.126976153	0.045966552	0.04854486
a20	0.48101084	0.0957630391667	0.25588754	0.113761571	0.0229070716667	0.0306699563333
a19	0.563403	0.0753683797222	0.22946783	0.085456637	0.0164782482222	0.0298259211111
a18	0.616909333333	0.0696757465741	0.186846536667	0.0725258623333	0.0178203094074	0.036222223037
a27	0.591693657778	0.0778577121914	0.162844508889	0.0833798574444	0.0261604594691	0.058063809679
a31	0.478685175926	0.0898657207305	0.172025086296	0.120318179148	0.0436554761564	0.0954504152263
a39	0.340318618642	0.103762083577	0.186956145432	0.166400033049	0.0735370673855	0.129026078409
a31	0.247566016214	0.127451431192	0.183211301811	0.18341120435	0.112017849128	0.14634221947
a46	0.204042525405	0.149160050397	0.172603743937	0.175164718117	0.142940786376	0.156088203157
a31	0.181540555135	0.160038426799	0.168651854646	0.169688786039	0.157743312125	0.162337027719
a20	0.172805838378	0.164193198933	0.167302211549	0.167483765346	0.163328837375	0.164886102573
</S>	0.170128519189	0.165345239466	0.166977055775	0.167003112673	0.164880868688	0.165665171286
