 	deve	essere	bianco	</S>
a31	0.103217204	0.0507773135	0.7182557	0.1277497775
a11	0.059209874	0.0317180035	0.825527156667	0.0835449575
a31	0.0377901273333	0.0229268931667	0.877669225556	0.0616137531667
a37	0.0259725401111	0.0169497630556	0.917051725185	0.0400259803889
a31	0.021533428037	0.0146294006852	0.931724408395	0.032112740463
a37	0.018763410679	0.0126732105617	0.941806602798	0.026756759821
a31	0.017670771893	0.0118266281872	0.945326980933	0.0251756422737
a20	0.017945884631	0.0121353510624	0.946808840311	0.0231099384246
a31	0.0226917995437	0.0171243636875	0.933734970104	0.0264488904749
a0	0.0311526638479	0.0255020468958	0.910251846701	0.033093487825
a31	0.0675271679493	0.0627631989653	0.801540182234	0.0681694959417
a20	0.12656009265	0.122935972988	0.623291014078	0.127212945314
a18	0.180115134217	0.177439604329	0.463488548026	0.178956731771
</S>	0.206991717109	0.205241552164	0.381790609013	0.205976155886
