 	viene	fabbricato	</S>
a31	0.554345235	0.38575285	0.059901923
a24	0.593937988333	0.369586376667	0.036475643
a31	0.623257872778	0.350482375556	0.0262597776667
a18	0.653508657593	0.327110738519	0.0193806092222
a31	0.669303952531	0.31407654284	0.0166194920741
a37	0.690656084177	0.292639287613	0.016704616358
a31	0.703509094726	0.264637629204	0.0318532754527
a20	0.653688364909	0.265172729735	0.0811389118176
a41	0.53473444497	0.289575906578	0.175689643939
a31	0.423082931657	0.311625528859	0.265291534646
a35	0.367197557219	0.324695632953	0.308106804882
</S>	0.352737508609	0.328157926476	0.319104562441
