 	non	sono	ancora	vestita	</S>
a31	0.242814855	0.0494942135	0.286012685	0.29728654	0.12439167
a23	0.211003651667	0.0342240548333	0.315946018333	0.31677596	0.12205031
a31	0.215570983889	0.0255588812778	0.353948739444	0.29698419	0.107937188333
a7	0.251006821296	0.0262014107593	0.371047386481	0.266565673333	0.0851786844443
a31	0.278740920432	0.0263502582531	0.377464445494	0.247436834444	0.0700075274814
a13	0.252210993477	0.0251475920844	0.400676358498	0.258411461481	0.0635535818271
a31	0.213176184492	0.0336503593615	0.405423526166	0.272035100494	0.075714790609
a37	0.211440984831	0.0547728867872	0.378075302055	0.267401463498	0.0883093215363
a18	0.218096454944	0.102722840596	0.315934090685	0.241645577833	0.121601015179
a31	0.212794264981	0.152788580199	0.253482936895	0.218341879278	0.162592341726
a46	0.20687675166	0.180086946733	0.221789315632	0.206976003093	0.184271027242
a8	0.203274853887	0.192144485578	0.208590655211	0.202315721031	0.193674322414
</S>	0.201838481944	0.195866832789	0.204410952606	0.201191405516	0.196692336207
