 	non	ho	cosa	è	da	mangiare	</S>
a31	0.14189658	0.137774375	0.112773915	0.054638587	0.059653587	0.3737081	0.1195548625
a8	0.116412476667	0.120246078333	0.103349425	0.048856357	0.056493809	0.433057983333	0.121583879167
a31	0.113282825556	0.119029959444	0.094547875	0.0416153066667	0.049275818	0.481774211111	0.100474036389
a37	0.103539401852	0.105196859815	0.072940344	0.0351769498889	0.0372907206667	0.58446047037	0.0613952937963
a20	0.0995239706173	0.0932032632717	0.060813485	0.0371215832963	0.0349732645556	0.630219123457	0.0441453362654
a31	0.0893939722058	0.0801005144239	0.052086379	0.0357424237654	0.0351056461852	0.666821627819	0.0407494420885
a17	0.0725190277353	0.065067834808	0.0456264873333	0.0350282272551	0.0383731577284	0.69676979594	0.0466154706962
a20	0.0713745275784	0.065529734936	0.0540542241111	0.0480102224184	0.0555191849095	0.62853053198	0.0769816035654
a31	0.0797215478595	0.0730823849787	0.063371728037	0.0590142141395	0.0677724149698	0.552526677327	0.104511061188
a39	0.0900888966198	0.0830158116596	0.073891092679	0.0703685580465	0.0741699216566	0.498752992442	0.109712707063
a35	0.108585054207	0.10326654222	0.0962588342263	0.0935905260155	0.0945288572189	0.380474157481	0.123296009021
a39	0.121923708069	0.118751732407	0.114572051409	0.113051152005	0.11447413574	0.277512335827	0.139714873007
a46	0.128945819356	0.127419600802	0.12543406047	0.124767050668	0.126102705247	0.222633828609	0.144696957669
a35	0.134059553119	0.133492346934	0.132773890157	0.132567326889	0.133471311749	0.188785246203	0.144850372556
a31	0.137997564373	0.137789048978	0.137533723386	0.137475678963	0.137977663916	0.167171532068	0.144054827519
</S>	0.139946252187	0.139827614489	0.139686961693	0.139657174482	0.139952706958	0.157370726034	0.143558603759
