 	non	ho	dove	d	andare	</S>
a20	0.199742885	0.165398355	0.35746324	0.0315887805	0.17777737	0.068029435
a31	0.165198571667	0.149774011667	0.40118583	0.0205797041667	0.188528006667	0.0747339383333
a37	0.163391187222	0.149025787222	0.384947386667	0.0231076807222	0.192314695556	0.0872132611111
a31	0.172622089074	0.140277789074	0.436548388889	0.0225565462407	0.162918811852	0.0650763553704
a29	0.184274986358	0.126798899691	0.492188462963	0.0224271444136	0.127559377284	0.0467511427901
a41	0.211649988786	0.12742072323	0.468159170988	0.0335676654712	0.110519365761	0.04868310193
a31	0.201451392929	0.119323991077	0.484860106996	0.0409529351571	0.100935965254	0.0524756316433
a18	0.168239277643	0.119562680359	0.461140068999	0.0575210683857	0.116035365085	0.0775015682144
a31	0.149989415881	0.122075596786	0.410010389666	0.0739293007952	0.143958568362	0.100036761405
a39	0.151103538627	0.128817665595	0.358296099889	0.0919452115984	0.159227809454	0.110609699135
a31	0.163058242876	0.149024365198	0.26683964663	0.123561043866	0.164469533151	0.133047173045
a8	0.168238027625	0.159667278399	0.214984575543	0.145225297955	0.16291829105	0.148966534348
a31	0.168432822542	0.164275859466	0.186666325181	0.157579152652	0.164139377017	0.158906474783
a8	0.167665060847	0.165853526489	0.17463844506	0.163004994217	0.165371709006	0.163466268261
</S>	0.167382795423	0.166261693245	0.17128985253	0.164527387109	0.165775289503	0.16476296913
