 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.250017135	0.1842466	0.0455669975	0.18239725	0.230731215	0.046109884	0.060930915
a8	0.237466285	0.167777956667	0.0483603128333	0.17152904	0.233870328333	0.0589721646667	0.082023923
a20	0.216658088333	0.168162485556	0.0552849952778	0.168609336667	0.212111676111	0.0773251832222	0.101848241
a8	0.207490772778	0.172776908519	0.0594339974259	0.172275505556	0.20058341537	0.0838554827407	0.103583917
a31	0.218065434259	0.184091316173	0.054388699142	0.180158555185	0.199593128457	0.0748214375802	0.0888814313333
a37	0.25299253142	0.202042342058	0.0415624593807	0.183293218395	0.201010809486	0.0552085171934	0.0638901051111
a10	0.31572938714	0.214217360686	0.0340727814602	0.160006449465	0.183318039829	0.0440107303978	0.0486451973704
a31	0.391602739047	0.208255490229	0.0303332111534	0.126202946488	0.158135539943	0.0410771141326	0.0443929277901
a21	0.440063043016	0.18954812341	0.0289636867178	0.106163172163	0.142744409981	0.0434482853775	0.0490693162634
a31	0.471211077672	0.165933927803	0.0300571012393	0.0934009740543	0.13451523666	0.0470389007925	0.0578428304211
a10	0.487902989224	0.139770912601	0.0350325564131	0.0841279046848	0.132426438887	0.0508976659308	0.0698415134737
a17	0.455672013075	0.1221858642	0.0474702868044	0.0839509102283	0.137782102962	0.0619041353103	0.0910346278246
a20	0.385799277692	0.116167896067	0.0651236256015	0.0922603054094	0.147993040987	0.0782421151034	0.114413699275
a31	0.322073609231	0.118378940022	0.0839524352005	0.103208821803	0.152082970329	0.0935254297011	0.126777783092
a39	0.259183403077	0.125938316674	0.1048477284	0.116640570601	0.15009720011	0.110309241234	0.132983531031
a31	0.207025344359	0.133844562225	0.1222857928	0.128481913534	0.146481300037	0.124903653745	0.136977443677
a8	0.177349104786	0.138758887408	0.132585270933	0.135691357845	0.143368476679	0.133628421248	0.138618501226
a39	0.156790641595	0.141247612469	0.138750706978	0.139957362615	0.14298704556	0.139149380416	0.141117240409
a8	0.148425347198	0.14221186749	0.141213998993	0.141682440872	0.14291618852	0.141371980139	0.142178166803
</S>	0.146018208599	0.142489288745	0.141922354496	0.142185335436	0.14289531926	0.142011770069	0.142477723402
