 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.124049525	0.258265085	0.22823802	0.18134851	0.02307397	0.139502	0.01830339985	0.027219525
a31	0.0934110516667	0.275128981667	0.254990133333	0.19638937	0.0146987478333	0.13968139	0.0100123323167	0.0156880263333
a15	0.0793529738889	0.327289673889	0.268740837778	0.177996803333	0.0118041114444	0.1163532	0.00645988857223	0.0120024954444
a20	0.070718307963	0.39398642463	0.274651165926	0.148229434444	0.0111528258148	0.0848376	0.00539345319074	0.0110307858148
a11	0.067995209321	0.420337441543	0.273023751975	0.137829701481	0.0108903496049	0.0737735066667	0.00529468473025	0.0108553646049
a31	0.055824115107	0.465910847181	0.263176360658	0.12456603716	0.0100454998683	0.0644422855556	0.00526613071008	0.0107687352016
a39	0.0433518547023	0.51836194906	0.228867753553	0.113181122387	0.0124136142894	0.0615775801852	0.00789070837003	0.0143554324005
a46	0.0462082725674	0.501210639687	0.189995464518	0.116822057462	0.0237573804298	0.0758309437284	0.0189036404567	0.0272715924668
a18	0.0592435208558	0.399320783229	0.173114911506	0.135301872487	0.0431090388099	0.104024643243	0.0389230481522	0.0469621914889
a31	0.0780369336186	0.28178462441	0.158268453835	0.150651947496	0.06843119827	0.126014361081	0.0658596007174	0.0709528804963
a13	0.0987999845395	0.198339638137	0.141268871278	0.147889349165	0.0942601277567	0.130906877027	0.0931349735725	0.0954001701654
a31	0.113467844847	0.154488709379	0.131576540426	0.137205899722	0.111603820919	0.128456057342	0.111168151191	0.112032975055
a46	0.120451128282	0.13723487646	0.127409706809	0.129661089907	0.11971396164	0.126111130781	0.119554507064	0.119863598018
a31	0.123314189427	0.12974255882	0.125878118936	0.126642453302	0.123036955213	0.125318653594	0.122980090355	0.123086990673
</S>	0.124035799713	0.12792459441	0.125490699468	0.125837111651	0.123875377606	0.125093106797	0.123843697178	0.123899635337
