 	da	da	un	famoso	poeta	</S>
a31	0.18183232	0.1252482	0.45703758	0.057556758	0.10071201	0.077613169
a37	0.15973838	0.112088203333	0.532353273333	0.0466276316667	0.08626905	0.0629235043333
a31	0.18051032	0.115824281111	0.543026504444	0.0362198035556	0.0716760733333	0.0527430467778
a28	0.19972568	0.106369333704	0.592600968148	0.0227697825185	0.0468815084444	0.0316527542593
a31	0.208931476667	0.095990864568	0.619275622716	0.0192706658395	0.0353895451481	0.0211418035864
a20	0.192084725556	0.0947136415227	0.638251274239	0.0226044232798	0.0349416890494	0.0174041513621
a13	0.143731566852	0.0862957938409	0.673706574746	0.0336043447599	0.0401802053498	0.022481448454
a39	0.116097937284	0.0883924546136	0.629223698249	0.0618708495866	0.0611859684499	0.043229112818
a31	0.120958019095	0.101116778205	0.53502758275	0.0882251545289	0.0846856714833	0.0699868392727
a35	0.141039426365	0.121843576068	0.41309235425	0.11177782151	0.109602472494	0.102644381424
a31	0.158936082122	0.145963758689	0.280864368083	0.13968270717	0.138690424165	0.135862677141
a17	0.164660587374	0.157958172896	0.214410696028	0.15491281239	0.154552678055	0.15350505238
a31	0.166349312458	0.163024884299	0.186600895343	0.161544920797	0.161428466018	0.161051510793
</S>	0.166620631229	0.164665282149	0.177598157672	0.163810215398	0.163750768009	0.163554930396
