 	deve	che	entra	da	qui	</S>
a31	0.098302975	0.430574255	0.124084078	0.247202215	0.029989365	0.0698471915
a21	0.0863531766667	0.477027421667	0.117709654667	0.240515938333	0.018770757	0.0596231015
a31	0.0732364795556	0.539311707222	0.104460238222	0.215987576111	0.0138219864333	0.0531820328333
a20	0.0575841998519	0.657066689074	0.0699450327407	0.16759712537	0.0108539682444	0.0369530586111
a11	0.060732054284	0.672700586358	0.0662696742469	0.13474824179	0.0190297134148	0.0465198182037
a31	0.0678937767613	0.657645418786	0.0731296514156	0.117894520597	0.0286568611383	0.0547798470679
a37	0.0840955175871	0.568760332929	0.0921410138052	0.130521136866	0.0549098120461	0.0695722766893
a31	0.121626545862	0.383187570976	0.127785401268	0.154141592289	0.102883442349	0.110375478896
a8	0.147663965287	0.265230376992	0.148079713756	0.159016704096	0.13866382745	0.141345396299
a31	0.159504718429	0.204982982331	0.159315684585	0.163159828032	0.156064972483	0.156971795433
a46	0.164066336143	0.18085650411	0.163916701528	0.165238039344	0.162808854161	0.163113548478
a31	0.165707018714	0.172017928037	0.165618497176	0.166073256448	0.16524054472	0.165342712826
</S>	0.166153099357	0.169558694018	0.166097403588	0.166329118224	0.16590513236	0.165956486413
