 	il	lenzuolo	vuole	lavato	</S>
a31	0.169546765	0.157548985	0.09938898	0.45833635	0.11517894
a7	0.129286759667	0.125888369667	0.0774566866667	0.573682483333	0.09368571
a31	0.102758087889	0.102721717889	0.0607827522222	0.650721694444	0.083015706
a0	0.073849629963	0.0686314266297	0.0390351464074	0.765377831481	0.0531059216667
a17	0.048583989321	0.0438563208766	0.0297086248025	0.84382749716	0.0340235448889
a13	0.038475227107	0.0378706276255	0.0314276786008	0.85866433572	0.0335620922963
a31	0.031571362369	0.0323404602085	0.0294005188669	0.872456861907	0.0342307554321
a17	0.0347190734563	0.0353487284028	0.0342612556223	0.844749353969	0.0509215564774
a8	0.0608226291521	0.0614444661343	0.0624223852074	0.714723851323	0.100586648826
a31	0.0866086910507	0.0869668133781	0.0881524484025	0.607453217108	0.130818822942
a24	0.118375095017	0.118050635793	0.118324242801	0.498949729036	0.146300284314
a46	0.155955478339	0.155520341931	0.1556712076	0.360290276345	0.172562684771
a24	0.17781141278	0.177646620644	0.177799045867	0.279281682115	0.18746122159
a37	0.18993617426	0.189849943548	0.189921411956	0.235910440705	0.194382007197
a31	0.195525878087	0.195495621183	0.195531800652	0.215897776902	0.197548922399
</S>	0.197272194043	0.197254560592	0.197275945326	0.209698183451	0.1984991212
