 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.124377215	0.359707285	0.170172595	0.016913091	0.103169415	0.15388611	0.071774323
a31	0.098969845	0.439100481667	0.169581828333	0.0093919124	0.0947184176667	0.130041073333	0.058196457
a7	0.0881776183333	0.476858933889	0.178161419444	0.00689031086667	0.0863198205556	0.110899239444	0.052692695
a31	0.0778857261111	0.506090211296	0.201108246481	0.00530043972222	0.0681070621852	0.105192179481	0.0363162116667
a20	0.0624658313704	0.550107150432	0.21297161216	0.00421802624074	0.0481633167284	0.102362704494	0.0197114248889
a2	0.0529988344568	0.569383910144	0.20254289072	0.00425799181358	0.0422080585761	0.116303998165	0.0123043222963
a41	0.0511894141523	0.545340083381	0.204513256907	0.00409193270453	0.0447014898587	0.140795996055	0.00936782976543
a20	0.0443842393841	0.57962709446	0.203751435636	0.00377751283484	0.0360774729529	0.123904215352	0.00847807242181
a46	0.0320341157947	0.68332851482	0.158461338545	0.00455539807828	0.0256058553176	0.0856602644507	0.0103545809739
a31	0.0223027959316	0.76407170494	0.110821057848	0.00514952915943	0.0195315324392	0.0666146928169	0.0115087263246
a11	0.0187252033105	0.79986703498	0.0803735952827	0.00717285705314	0.0198763474797	0.0592955902723	0.0146893961082
a35	0.0255309777702	0.748525084993	0.0627790260942	0.018055656351	0.0375993644932	0.0732281074241	0.0342817637027
a31	0.0362713225901	0.676667871664	0.0615055053647	0.030746534117	0.0499952298311	0.096769265808	0.0480442045676
a11	0.0621200341967	0.536905843888	0.0784818967882	0.057903538039	0.0680187916104	0.129689601936	0.0668802481892
a28	0.0968949913989	0.336688917963	0.107718960596	0.093964428013	0.10019997387	0.165166477312	0.0993662193964
a20	0.116333557133	0.236614979321	0.123344000199	0.114439824671	0.118352534623	0.173144175771	0.117770899799
a10	0.125209349044	0.194643439774	0.130135290066	0.123885101557	0.126678244874	0.173233725257	0.126214833266
a31	0.131341126348	0.175648509925	0.134722503355	0.130413307186	0.132207318291	0.163803455086	0.131863801089
</S>	0.135590323174	0.165079434962	0.137727426677	0.134991603593	0.136027759145	0.154760747543	0.135822740544
