 	vuole	vuole	mangiato	caldo	</S>
a37	0.41886102	0.353331415	0.084808495	0.0628744385	0.080124602
a31	0.424771593333	0.387838611667	0.07119316	0.0443686961667	0.0718279006667
a41	0.401684197778	0.361911907222	0.084809685	0.0595096297222	0.0920845568889
a31	0.385393252593	0.329304569074	0.105837791667	0.0728578022407	0.106606556963
a11	0.365670390864	0.330083133025	0.119143897222	0.0772161130802	0.107886443654
a20	0.315080933621	0.300203144342	0.140240912407	0.10230360436	0.142171417885
a31	0.271335541207	0.263207881447	0.151699877469	0.123149711453	0.190607015962
a18	0.242772683736	0.233314243816	0.163011159156	0.146825303818	0.214076611987
a31	0.220090737912	0.214083437939	0.181743793052	0.174804624606	0.209277403996
a20	0.209873495971	0.206588489313	0.192261617684	0.189440398202	0.201836014665
a21	0.204252208657	0.202792796438	0.196974062561	0.195891179401	0.200089744888
</S>	0.202354974328	0.201509193219	0.198378196281	0.197813699701	0.199943902444
