 	la	casa	la	costruisce	il	mastro	</S>
a20	0.09715254	0.0786062	0.082108385	0.14174997	0.210431665	0.276679915	0.113271308
a17	0.0659757466667	0.045354386	0.0496620916667	0.148787996667	0.244204771667	0.347011081667	0.09900393
a10	0.0550448138889	0.0336151463333	0.0384450032222	0.151748162222	0.251289180556	0.375812587222	0.094045132
a24	0.0534510862963	0.0316594387778	0.0359433224074	0.148519257407	0.265528993519	0.371353285741	0.0935446526667
a46	0.0515229454321	0.0321625712593	0.0371768328025	0.148425279136	0.27829064784	0.339902981914	0.112518759556
a8	0.0418675508107	0.0285204227531	0.0338215522675	0.141034716379	0.285374715947	0.339136893971	0.130244143185
a14	0.0333899336036	0.0260084645844	0.0311766717558	0.121160654126	0.292732388649	0.374975034657	0.120556841062
a31	0.0280241028679	0.0244943705281	0.0296381832519	0.0918857533753	0.28400892955	0.452899994886	0.0890486670207
a20	0.029065792956	0.027141025176	0.0320338527506	0.0764026944584	0.25475400985	0.510029654962	0.0705729723402
a41	0.0369252329853	0.0358953877253	0.0407768229169	0.0807130614861	0.227855233283	0.501838898321	0.0759953694467
a29	0.0467519136618	0.0463095862418	0.0507707503056	0.0916424038287	0.219987074428	0.45580868944	0.0887295818156
a31	0.0513704175539	0.0511551697473	0.0549352634352	0.0955572879429	0.220489898143	0.433317813147	0.0931740972719
a30	0.0583110501846	0.0579497292491	0.0610140151451	0.0928856393143	0.220914599381	0.419077594382	0.0898473307573
a31	0.0681785180615	0.066897033083	0.069573673715	0.0889691644381	0.21762658646	0.407047824794	0.0817072052524
a28	0.0872298523538	0.0851677310277	0.0887418432383	0.0967085628127	0.198183765487	0.358563201598	0.0854050850841
a31	0.111683165785	0.109931313676	0.113758167746	0.114066860938	0.175632288496	0.270795683866	0.104132575028
a17	0.124303991928	0.123038664559	0.126642305915	0.124471670313	0.162814712832	0.222598887955	0.116129773009
a20	0.133162247309	0.13233063152	0.135535531972	0.131617880104	0.152861280944	0.189020872652	0.125471532336
a31	0.138422519103	0.138001907173	0.139885013991	0.137133963368	0.147469750315	0.165072160884	0.134014664112
a20	0.140628543034	0.140400745724	0.141781384664	0.139428827789	0.145070770105	0.155190050295	0.137499654704
a29	0.141871851011	0.141738851908	0.142887661555	0.140637062596	0.143691696702	0.149875890098	0.139296974901
a31	0.142388580337	0.142317820636	0.142898220518	0.141742157532	0.143289382234	0.146266396699	0.141097441634
</S>	0.142470550168	0.142418805318	0.142794120259	0.142072088766	0.143246676117	0.14535561835	0.141642145817
