 	non	deve	magniare	la	sera	</S>
a20	0.57648122	0.05258998	0.0592877835	0.0812330475	0.0904804775	0.139927475
a31	0.628849683333	0.0341080666667	0.0427856621667	0.0729850025	0.0861739975	0.135097585
a18	0.667104651111	0.0273728432222	0.0358408893889	0.0713205825	0.0832481458333	0.115112885
a37	0.691486663704	0.0270586350741	0.035226854463	0.0786049191667	0.0853042919444	0.082318625
a18	0.678139167901	0.0308482640247	0.0373626234877	0.0869965530556	0.0886614659815	0.0779919083333
a31	0.570632722634	0.0509279366749	0.0546112901626	0.0952524810185	0.103077827327	0.125497716111
a13	0.371378230878	0.091317270225	0.0931107417209	0.115782323673	0.129127332442	0.199284088704
a31	0.242775216959	0.129596906742	0.130336113907	0.140100527891	0.147602847481	0.209588399568
a17	0.197578625653	0.152158078914	0.152493151302	0.156316165964	0.158685585827	0.182768416523
</S>	0.182702617826	0.159166359457	0.159344175651	0.161328942982	0.162490527913	0.174967398261
