 	io	non	ho	niente	da	mangiare	</S>
a8	0.2649999	0.09878574	0.054351989	0.077344837	0.150575205	0.24170764	0.112234715
a31	0.280072153333	0.083542095	0.051404825	0.0858628536667	0.151631458333	0.228965603333	0.118521018333
a8	0.342263947778	0.0784918133333	0.052703405	0.0807547598889	0.132290162778	0.207234277778	0.106261602778
a20	0.461385552593	0.0659220894444	0.0451489756667	0.0586261036296	0.097010720926	0.197494445926	0.074412060926
a31	0.573883914198	0.0513303714815	0.0394189628889	0.0449792678765	0.0654985159753	0.174921385309	0.0499675763087
a14	0.642278288066	0.0421801031605	0.0362745732963	0.0383917036255	0.0468988109918	0.158327028436	0.0356495081029
a31	0.643792162689	0.0387325960535	0.0360934364321	0.0375821982085	0.0383169873306	0.177410056145	0.0280725613676
a13	0.609412720896	0.0377407770178	0.0369095274774	0.0458869284028	0.0408878077769	0.198286775382	0.0308754547892
a37	0.497783683632	0.0444733670059	0.0453125564925	0.0766795608009	0.0719615775923	0.200619028461	0.0631702252631
a10	0.331230117877	0.0609693496686	0.0623001828308	0.1115285036	0.114833672531	0.211233526154	0.107904663088
a20	0.214399392626	0.0830495418895	0.0836258276103	0.127219864533	0.13839203751	0.220873772051	0.132439584363
a7	0.157704054209	0.10410194263	0.104385559203	0.132434471511	0.14429525917	0.218003544017	0.139075141454
a18	0.13746833807	0.117485782877	0.117663703068	0.135088913837	0.14443074639	0.207461531339	0.140400920485
a44	0.134405976023	0.127066420959	0.127176104356	0.137641437946	0.143518635463	0.189159487113	0.141031883495
</S>	0.136103678012	0.13227992548	0.132351822178	0.139231708973	0.142884837732	0.175773363557	0.141374621747
