 	avete	cucinato	le	verdure	</S>
a20	0.43758953	0.0915546575	0.262605685	0.08331861	0.12493151
a31	0.40914327	0.0810403775	0.298391745	0.0743827933333	0.137041816667
a37	0.39535227	0.0825999425	0.283977335	0.0826432144444	0.155427275556
a10	0.37159337	0.0877031291667	0.250487695	0.113643611481	0.176572228519
a20	0.308258403333	0.0946515013889	0.272875378333	0.138942910494	0.185271809506
a28	0.263227494444	0.100309003796	0.290421736111	0.148136836831	0.197904909835
a20	0.229653428148	0.115207254599	0.263071672037	0.15341747561	0.238650143278
a33	0.205208072716	0.1429455182	0.218733960679	0.165279928537	0.267832497759
a8	0.196819057572	0.172233706067	0.20071878356	0.181479372846	0.248749069253
</S>	0.197671588786	0.184879153033	0.19946140678	0.189698306423	0.228289539627
