 	non	aveva	dove	a	stare	</S>
a31	0.208161065	0.15880344	0.201139965	0.0862933415	0.204489475	0.141112665
a8	0.206610988333	0.140200211667	0.215498585	0.0719914131667	0.220521088333	0.145177718333
a31	0.198971066111	0.119897164222	0.225627845	0.0640854920556	0.236983402778	0.154435036111
a28	0.208865948704	0.105494600074	0.225776928333	0.0560249466852	0.271410590926	0.13242694537
a37	0.204958286235	0.102003526691	0.227167326111	0.0749753652284	0.270730903642	0.120164558457
a31	0.183651415412	0.107282965564	0.254075552037	0.0860291747428	0.263358577881	0.105602302819
a18	0.173232345137	0.107850818521	0.266762600679	0.0783713865809	0.27935314596	0.0944296976063
a0	0.166418451712	0.11503492784	0.230990046893	0.095960465527	0.24988932532	0.141706759202
a23	0.149139383904	0.120304382613	0.183819668964	0.124497885176	0.211834125107	0.210404533067
a8	0.140751597968	0.129363849204	0.160119436321	0.141350978392	0.190457528369	0.237956624356
a31	0.148013252656	0.143762996401	0.15697853544	0.151607026131	0.176539016123	0.223099218119
a20	0.157579304219	0.1559477188	0.161096845147	0.159448822044	0.170197605374	0.195729719373
a31	0.163204208073	0.162547982933	0.164428931716	0.163815140681	0.167854291791	0.178149439791
a20	0.165496656024	0.165176797644	0.165885747239	0.165581696894	0.167086940597	0.170772166597
a24	0.166289172008	0.166145442548	0.166406925746	0.166265458965	0.166801413532	0.168091588866
a8	0.166530934003	0.166470774183	0.166568835249	0.166509706322	0.166708711177	0.167211029622
a31	0.166613791334	0.166586011394	0.166625998416	0.166599222107	0.166680597059	0.166894363207
</S>	0.166643000667	0.166619985697	0.166646164208	0.166623326053	0.16667337853	0.166794131603
