 	ho	scritto	una	lettera	al	mio	fratello	</S>
a46	0.131298105	0.113446498	0.042596141	0.024561384	0.07127327	0.207634105	0.3243913	0.0847991525
a31	0.085208225	0.077768037	0.0265793643333	0.0130142403333	0.0613420943333	0.251694435	0.412885526667	0.0715080491667
a13	0.0791214066667	0.0639038293333	0.0221928447778	0.0114796811111	0.0591668374444	0.246877475	0.462333852222	0.0549240927222
a20	0.0852204672222	0.0600429594444	0.0263363349259	0.0152244457037	0.0694290208148	0.229342488333	0.469355334074	0.0450489865741
a15	0.0841538724074	0.0574221501481	0.0283165603086	0.0166836382346	0.0746789656049	0.230610362778	0.465095411358	0.0430390651914
a20	0.0858141508025	0.055516626716	0.0272051587695	0.0173977004115	0.0732262338683	0.224362810926	0.473045603786	0.0434317180638
a31	0.0788601636008	0.049975773572	0.0250557945898	0.0176906268038	0.0713616512894	0.222898170309	0.486754801262	0.0474029730213
a39	0.0699858312003	0.0477019328573	0.0284633755299	0.0228647902679	0.0777956670965	0.22488617677	0.464500577087	0.0638015736738
a31	0.0610427120668	0.0437589932858	0.02926425051	0.024831299756	0.0756335263655	0.23588217559	0.458763869029	0.0708230802246
a20	0.0542562246889	0.0404223784286	0.0299714465033	0.0266659475853	0.0664459007885	0.245669781863	0.467245916343	0.0693223357415
a31	0.057946071563	0.0471891961429	0.0392103488344	0.0365246871951	0.0683919015962	0.235314547288	0.439109798781	0.0763134185805
a7	0.0672642981877	0.0587576320476	0.0527263196115	0.050457997065	0.0759526771987	0.215070152429	0.398835642927	0.0809352495268
a46	0.0836550060626	0.0779167606825	0.0737782398705	0.072127212355	0.0902960590662	0.186000594143	0.321252324309	0.0949738065089
a39	0.0981803186875	0.0951158535608	0.0929208666235	0.092137822785	0.101798507689	0.161365498048	0.24814815477	0.11033299417
a31	0.109767871229	0.108330609854	0.107311652208	0.106962634262	0.111665050563	0.144013992683	0.194205264923	0.11774293539
a46	0.118036118743	0.117325170285	0.116856485736	0.116702901421	0.118762478521	0.133201064228	0.157692661641	0.12142313713
a0	0.121745992914	0.121401095095	0.121175711579	0.12110443714	0.122045824507	0.128667061409	0.14065213388	0.12320775071
a27	0.122423904305	0.122243731698	0.122111958526	0.12207094238	0.122669826169	0.12757111047	0.137241224627	0.123667301903
a20	0.121910250102	0.121782263899	0.121674666175	0.12164070746	0.122227740056	0.12784678349	0.139358981542	0.123558632634
a0	0.120331348701	0.1202194713	0.120111316725	0.12007694582	0.120847021352	0.129306014497	0.145907327181	0.123200569545
a14	0.118925776234	0.118810443767	0.118689393575	0.11864836194	0.119637595117	0.130665408166	0.151796172394	0.122826839848
a0	0.118345640411	0.118228901256	0.118103111192	0.118060010647	0.119128395039	0.131189092722	0.154246720798	0.122698129949
a46	0.119438235137	0.119356703752	0.119266437064	0.119236633549	0.12006274368	0.130003004241	0.149497306933	0.12313892665
a20	0.120450951712	0.120404354584	0.120348252355	0.120328339516	0.120941643227	0.12880993808	0.145245308978	0.123471188883
</S>	0.119891915856	0.119848687292	0.119792406178	0.119771627258	0.120443476613	0.12923281404	0.147702164489	0.123316889442
