 	sto	e	cucino	</S>
a31	0.30437979	0.59538505	0.0485920205	0.0516431035
a20	0.26312428	0.675862183333	0.0271281575	0.0338853481667
a31	0.225180836667	0.732327761111	0.0169513020333	0.0255400813889
a37	0.186223895556	0.78421592037	0.0108554443778	0.018704722463
a18	0.153754748519	0.809808173457	0.0121122696259	0.024324796821
a31	0.12560259284	0.835060977819	0.0136650088753	0.0256714002737
a20	0.12458672428	0.80560599594	0.0312736582918	0.0385335880912
a31	0.16574253476	0.66576672198	0.0819738427639	0.0865168760304
a28	0.207088968253	0.510964487327	0.139976214255	0.141970328677
a33	0.232311822751	0.382300509109	0.192321348085	0.193066336226
a31	0.244216867584	0.297575059703	0.228975836028	0.229232238742
</S>	0.247100333792	0.274921654851	0.238923743014	0.239054254371
