 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
a8	0.0539125725	0.072435025	0.0600205165	0.055033238	0.063547233	0.0628939385	0.1612206	0.200514395	0.186622282	0.083800193
a31	0.0348755511667	0.0514751793333	0.0364670805	0.0323930256667	0.0372869736667	0.0379051268333	0.20043788	0.257543821667	0.237833717333	0.073781658
a39	0.0292615543889	0.0446612924444	0.0293341541667	0.0256579022222	0.0292194908889	0.0300662889444	0.210876793333	0.274555383889	0.255964332444	0.0704028123333
a31	0.026189401463	0.0425596018148	0.0259047790556	0.0223503914074	0.025788982963	0.0272365279815	0.220034911111	0.280830837963	0.258056730815	0.0710478387778
a27	0.0237259284877	0.0414356952716	0.0232925466852	0.0196570751358	0.0230837816543	0.0251253979938	0.232103213704	0.283661879321	0.255748543605	0.0721659562593
a11	0.0218429811626	0.0401353560905	0.0219872652284	0.0186648830453	0.0227494718848	0.0248207256646	0.227216367901	0.288066993107	0.259610347868	0.0749056154198
a37	0.0193600973875	0.0429103790302	0.0211947920761	0.0177536616818	0.0246305762949	0.0279568082215	0.215270752634	0.284004397702	0.261667399289	0.0852511184733
a31	0.0185121274625	0.0633587976767	0.0230919323587	0.0161407722273	0.029831603765	0.0368822494072	0.206658424211	0.261618872567	0.248733893096	0.0951713048244
a3	0.0170514321542	0.0848911258922	0.0249852251196	0.0135214684091	0.0351708295883	0.0439476731357	0.203609824737	0.242390314189	0.235908174365	0.0985239369415
a20	0.0132306407181	0.0885583402974	0.0232091817065	0.0107110094697	0.0370384411961	0.0431769060452	0.204103684912	0.24344005473	0.240513474788	0.0960182856472
a31	0.0114825952394	0.0907917797658	0.0225310439022	0.00933455015657	0.037843341732	0.0414138970151	0.207334814971	0.24524933491	0.243461531596	0.0905571132157
a11	0.0108878944131	0.0901073325886	0.0219114206341	0.00855968258552	0.036498857244	0.0384384723384	0.213376001657	0.249188588303	0.247550833865	0.0834809157386
