 	l	ha	scritta	</S>
a20	0.411375525	0.2657155	0.27660998	0.0462989385
a31	0.414479688333	0.264629006667	0.289455796667	0.0314355018333
a35	0.454139526111	0.250960602222	0.269037148889	0.0258627386111
a31	0.536274748704	0.218638027407	0.220236162963	0.024851061537
a35	0.570824639568	0.202416195802	0.201512554321	0.025246594179
a31	0.566151446523	0.200350675267	0.207525878107	0.025972009393
a41	0.512025228841	0.206446825089	0.242401659369	0.0391263247977
a31	0.46487860628	0.20604288503	0.263166893123	0.0659116149326
a11	0.417770952093	0.211356868343	0.262312654374	0.108559514978
a18	0.342328400698	0.227937722781	0.259258808125	0.170475074993
a13	0.286781936899	0.240949670927	0.254296999375	0.217971388331
</S>	0.26953099845	0.245153050463	0.252356474687	0.232959459165
