 	vuole	andare	a	Lecce	</S>
a20	0.274721785	0.14823591	0.093288635	0.371357935	0.112395718
a31	0.284690361667	0.13551247	0.067012675	0.426853261667	0.0859312026667
a18	0.270999073889	0.12379631	0.0558143383333	0.473236177222	0.0761540455556
a46	0.219954207963	0.08289166	0.0424639917778	0.589547329074	0.0651427671852
a37	0.154308805988	0.0644373116667	0.0416547919259	0.672405923025	0.0671931743951
a23	0.132489325329	0.0725246355556	0.056104989642	0.643102574342	0.0957785081317
a18	0.143349551776	0.100008145185	0.0873575898807	0.518420398114	0.150864332711
a38	0.156247913925	0.128039448395	0.120618406627	0.394856712705	0.200237520904
a37	0.166382754642	0.151515589465	0.148794728876	0.311962700902	0.221344190301
a31	0.179996498214	0.173246229822	0.172436696292	0.255364466967	0.2189560501
a20	0.190520589405	0.187799429941	0.187596922097	0.224230565656	0.2098524367
</S>	0.194657579702	0.19314289497	0.193040256049	0.213710182828	0.20544902835
