 	ho	cosa	a	fare	</S>
a23	0.41734521	0.139179665	0.1360889	0.159198685	0.1481875
a17	0.39367875	0.123899515	0.145723283333	0.177149571667	0.159548833333
a31	0.383197196667	0.119335085	0.151679757778	0.182538247222	0.163249631111
a8	0.381704945556	0.113094496667	0.158266285926	0.182509655741	0.164424537037
a31	0.346272015185	0.113773115889	0.177393325309	0.19167613858	0.170885362346
a13	0.291179305062	0.11861466063	0.19504138177	0.20555942286	0.189605210782
a24	0.236430141687	0.121760983543	0.198798097257	0.21917097762	0.223839803594
a31	0.191710587229	0.129769574514	0.187700909086	0.220135949207	0.270682994531
a13	0.176753709076	0.150756238171	0.179734323029	0.205929069736	0.28682669151
a31	0.183974283025	0.173592352724	0.18549937101	0.198509579912	0.258424460503
a18	0.193359077675	0.189124140908	0.193489387003	0.198505619971	0.225521790168
a0	0.197581939225	0.196080566969	0.197589595668	0.19935567999	0.209392186723
a39	0.199096003075	0.19857414899	0.199098951889	0.199727266663	0.203503588908
</S>	0.199484591538	0.199212359495	0.199488560945	0.199827693331	0.201986759454
