 	non	so	cosa	scrive	</S>
a46	0.257037115	0.432888	0.23045829	0.0362220035	0.043394618
a8	0.255886291667	0.426330493333	0.23793887	0.0261613901667	0.0536829913333
a31	0.281223947222	0.372451944444	0.24681243	0.0274659727222	0.0720457357778
a13	0.301860332407	0.368069168148	0.242082456667	0.0280246905741	0.0599633805926
a31	0.314177234136	0.404683456049	0.210258328889	0.0278264551914	0.0430545721975
a28	0.304139058045	0.464884228683	0.16206200963	0.0302238330638	0.0386909050658
a31	0.279860519348	0.524033852894	0.12794361821	0.0296361316879	0.0385258953553
a37	0.247616363116	0.543389717631	0.124550784403	0.0341911472293	0.0502520144518
a31	0.201020711039	0.57224132921	0.127197278134	0.0417550737431	0.0577856404839
a11	0.17567299368	0.541782766403	0.145152339378	0.0644399012477	0.072952007828
a31	0.186156261227	0.419400955468	0.171777073126	0.108998317083	0.113667395943
a20	0.200859520409	0.325012531823	0.177259624375	0.147559802361	0.149308551981
a31	0.205144966803	0.257490310608	0.187211541458	0.17477166412	0.175381537327
</S>	0.203957883402	0.234268085304	0.191741485729	0.18485975206	0.185172793663
