 	Marika	tu	hai	mangiato	</S>
a8	0.264140055	0.37128017	0.08835251	0.143469095	0.132758168
a31	0.230752955	0.36705105	0.0864712933333	0.164583871667	0.151140819333
a24	0.206585048333	0.372011766667	0.0986094611111	0.168525083889	0.154268616444
a31	0.204057736111	0.381986792222	0.113029767037	0.156032627963	0.144893088815
a28	0.207541702037	0.355875797407	0.130131982346	0.159868619321	0.146581936272
a31	0.227688727346	0.365647469136	0.123792932449	0.152930563107	0.129940318757
a3	0.228212945782	0.380992793045	0.112332705816	0.152383821036	0.126077729586
a18	0.194828151927	0.331914961015	0.127578955272	0.174551727012	0.171126219862
a31	0.188571670642	0.276724250338	0.148931491757	0.185774462337	0.199998123287
a23	0.201217230214	0.240033026779	0.171141820586	0.188589774112	0.199018131096
a31	0.202283086738	0.216236068926	0.187595983529	0.194547724704	0.199337120365
a20	0.201976075579	0.206744262975	0.19479356451	0.197373938235	0.199112140122
</S>	0.201782502789	0.203980786488	0.196902127255	0.198267874117	0.199066700061
