 	hai	già	mangiato	</S>
a38	0.264294195	0.259935465	0.25667515	0.219095225
a31	0.239034465	0.251870598333	0.27693668	0.232158271667
a20	0.222636811667	0.246861236111	0.287159293333	0.243342657222
a31	0.191663913889	0.236750682037	0.317317487778	0.254267959074
a27	0.177965921296	0.238877547346	0.342813235926	0.240343339691
a31	0.181375223765	0.238223975782	0.349349451975	0.231051339897
a20	0.199287397922	0.234353065261	0.338805590658	0.227553903299
a31	0.225029809307	0.238242895087	0.303520636886	0.233206637766
a39	0.240774293102	0.243929928362	0.273045172295	0.242250612589
a20	0.246445737701	0.247160269454	0.260915137432	0.245478850863
a10	0.248812859234	0.248925756485	0.254154425811	0.248106946954
</S>	0.249424879617	0.249427258243	0.252223152906	0.248924698477
