 	che	non	li	aspetiamo	</S>
a20	0.25991091	0.190581035	0.16793943	0.345562625	0.0360060245
a8	0.263217686667	0.179995541667	0.147055346667	0.388571648333	0.0211597925
a7	0.259687235556	0.187863020556	0.156997565556	0.378747822778	0.0167043675
a35	0.271108578519	0.196706326852	0.157440095185	0.359576734259	0.0151682695
a46	0.298088516173	0.199440108951	0.145258128395	0.33794817142	0.0192650831667
a31	0.306364512058	0.19534118965	0.145694166132	0.315816973807	0.0367831653889
a11	0.284185400686	0.197601473217	0.168535242044	0.286115754602	0.0635621417963
a31	0.249459346895	0.203601161072	0.198901364015	0.262436731534	0.0856014152654
a0	0.214904352298	0.201551763691	0.222296518005	0.254453573845	0.106793766422
a31	0.198286627433	0.197110547897	0.222471732668	0.241743724615	0.140387338807
a30	0.197103869144	0.197156652632	0.210982887556	0.222017364872	0.172739222936
a0	0.198655636381	0.198734177544	0.204428695852	0.209191208291	0.188990280979
a31	0.199516608794	0.199482532515	0.201844305284	0.204180172764	0.194976386993
</S>	0.199936159397	0.199801316258	0.201128312642	0.202743891382	0.196390323496
