 	avete	cucinato	le	verdure	</S>
a31	0.4065571	0.108018038	0.30335485	0.076462805	0.10560719
a46	0.407544013333	0.094564588	0.301299306667	0.074790175	0.121801893333
a20	0.390373307778	0.090184346	0.250504348889	0.105437015	0.163500987778
a31	0.339740429259	0.093413652	0.25159054963	0.132359145	0.182896259259
a17	0.30981518642	0.093117824	0.271550016543	0.141154391667	0.184362599753
a31	0.301965885473	0.0994182713333	0.265661722181	0.138458267222	0.194495843251
a35	0.277235665158	0.125930877111	0.23947406406	0.143548565741	0.213810824417
a31	0.238009941719	0.160689465704	0.218520951353	0.167549265247	0.215230381472
a46	0.221362160573	0.181640958568	0.211213463784	0.183770681749	0.202012720491
a38	0.208378340191	0.193078496189	0.204477777928	0.193801300583	0.200264070164
a17	0.202955543397	0.197572775396	0.201491202643	0.197817353528	0.200163113388
</S>	0.201507546699	0.198750087698	0.200734666321	0.198874701764	0.200132966694
