 	e	che	cucino	</S>
a31	0.599526325	0.314834505	0.041751925	0.043887263
a24	0.671045475	0.284120171667	0.020155403	0.024678948
a31	0.713223408333	0.258885077222	0.0110520713333	0.0168394151667
a11	0.761904439444	0.219079492407	0.0068282233111	0.0121878348889
a46	0.811632679815	0.163267037469	0.00815990363703	0.0169403872963
a41	0.814751506605	0.133580459156	0.0173357965457	0.0343322157654
a20	0.751736535535	0.142662229719	0.0404763155152	0.0651249219218
a36	0.639268411845	0.174643786573	0.0809283485051	0.105159467307
a31	0.487524513948	0.209375125524	0.143930046168	0.159170309102
a46	0.353879991316	0.232333291841	0.203844675389	0.209942036367
</S>	0.306337210658	0.24018439092	0.225168262695	0.228310133184
