 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.215991	0.0604613	0.0371772	0.682806	0.00310747	3.7863e-05	5.1243e-05	3.45495e-05	8.88462e-05	7.64608e-06	5.32579e-05	6.37073e-06	5.18301e-06	2.72749e-05	4.54053e-06	1.08387e-06	9.69355e-07	2.06441e-05	1.04624e-05	0.000106676
v	0.990492	0.00114617	0.000564683	0.002256	0.000411882	0.000909959	0.00134396	0.000424959	0.000951651	8.36126e-05	0.000717386	1.39404e-05	0.000122325	0.000152884	1.48671e-05	4.61765e-07	7.35823e-07	0.000282548	0.000105245	4.72189e-06
ò	0.982917	0.0101225	0.00182839	0.00253899	0.00157988	0.000220594	0.000157336	3.61753e-05	2.14597e-05	7.97387e-05	2.0863e-05	2.51033e-05	1.42509e-05	2.66911e-05	1.15543e-05	8.17462e-07	1.41607e-05	4.69795e-05	0.000123588	0.000214026
d	0.243109	0.745202	0.00155274	0.00970975	0.000269871	3.4998e-05	4.7131e-05	8.70045e-06	4.34527e-06	9.81236e-06	3.11374e-06	8.94193e-06	7.94871e-07	3.69867e-06	2.22878e-06	4.13397e-07	2.42151e-06	4.90837e-06	7.77537e-06	1.69103e-05
ò	0.177797	0.663838	0.0975347	0.0451911	0.00201001	0.00183692	0.00362845	0.00058253	0.00149075	9.19485e-05	0.00100303	1.28133e-05	0.000117861	0.000102242	1.76858e-05	8.61128e-07	4.23114e-06	0.000274857	0.00408758	0.00037787
p	0.0169507	0.906347	0.0700298	0.00625901	0.000228298	5.35169e-05	7.54334e-05	1.75999e-05	4.3874e-06	4.26423e-06	3.62566e-06	3.43151e-06	9.68584e-07	1.65274e-06	1.65243e-06	2.61938e-07	2.09671e-06	2.35724e-06	3.69178e-06	1.02925e-05
o	0.0175263	0.423388	0.273741	0.231772	0.0165577	0.00938794	0.0109718	0.00151653	0.00342945	0.00086634	0.00204898	9.14929e-05	0.00051741	0.000245084	8.97564e-05	3.27611e-06	4.05196e-05	0.000463831	0.00652051	0.000822593
j	0.000306983	0.0229189	0.428128	0.476942	0.00927265	0.0186954	0.0211958	0.0113956	0.00288138	0.00187628	0.00374574	0.000220615	0.00134557	0.000417021	0.000106975	1.94924e-05	8.19679e-06	0.000513327	2.55707e-06	6.66668e-06
u	0.0102378	0.430901	0.300427	0.123463	0.0323667	0.0152885	0.0108888	0.00680373	0.00204477	0.0131875	0.00321307	0.0129266	0.00269519	0.00296688	0.00782634	0.00145268	0.00122531	0.00288056	0.00285544	0.0163485
r	0.000138426	0.00299148	0.382856	0.431737	0.00907031	0.0424365	0.0529619	0.012776	0.0123742	0.0109193	0.0115011	0.00416318	0.00988473	0.00711824	0.00362116	0.000298977	0.000128618	0.00420942	7.42672e-05	0.000739559
ì	0.00113928	0.0114002	0.567036	0.276714	0.0354652	0.0228462	0.0205083	0.00546083	0.00146136	0.0136812	0.00233617	0.010062	0.0020171	0.00175814	0.00357848	0.000599755	0.00082496	0.00158172	0.000998895	0.0205308
z	0.00040214	0.0021207	0.940268	0.0513969	0.00211104	0.00095941	0.00201237	0.00017445	0.000317697	6.007e-06	0.000129134	1.76361e-06	6.61674e-06	5.6506e-06	2.21869e-06	2.26709e-07	1.68652e-06	1.45287e-05	3.78378e-05	3.12445e-05
o	0.00281523	0.00371536	0.264803	0.665502	0.0254407	0.00726072	0.00779918	0.00310981	0.00382223	0.00285251	0.0029173	0.000251286	0.000747259	0.000157291	6.83051e-05	2.49762e-06	5.82119e-05	0.000237615	0.00792372	0.000515645
v	7.23789e-06	2.34259e-05	0.00758268	0.82453	0.0373441	0.0461282	0.0329444	0.0187116	0.0109766	0.00572526	0.00908466	0.000516888	0.00488723	0.000709567	0.000243288	3.97023e-05	3.18672e-05	0.00048578	4.67594e-06	2.30159e-05
e	0.000476186	0.00201348	0.0755644	0.787446	0.0701932	0.0188298	0.0115626	0.00315168	0.000956732	0.00754887	0.00112743	0.0048597	0.00102914	0.000660943	0.00200198	0.000366132	0.000574227	0.000646276	0.00105446	0.00993667
k	1.06006e-05	1.67951e-05	0.00499656	0.674245	0.0630154	0.0988763	0.0635422	0.0198071	0.0201058	0.0154441	0.0139336	0.00355886	0.0129417	0.0041957	0.00236468	0.000342189	0.000158985	0.00161429	0.000122465	0.000707276
k	0.00100065	0.00327228	0.0301864	0.553223	0.234853	0.0553164	0.0293189	0.00958594	0.00244405	0.0161867	0.00317726	0.0129505	0.00315767	0.0022153	0.0078875	0.00153001	0.00172479	0.00227785	0.00170835	0.027983
i	8.11121e-05	0.00032929	0.168661	0.0920139	0.0505271	0.16593	0.120602	0.0365955	0.0529938	0.0412158	0.0313597	0.0232572	0.0384826	0.0132989	0.0278629	0.0238739	0.0029292	0.00483644	0.0270074	0.0781421
a	3.8106e-05	3.75676e-05	0.00204628	0.283391	0.0856101	0.182294	0.155102	0.0343903	0.0366751	0.0348163	0.0284919	0.0191545	0.0302381	0.0178091	0.0190678	0.00795668	0.00091761	0.00936511	0.000904308	0.0516945
r	0.000347467	0.000224259	0.00148746	0.151989	0.754002	0.0582332	0.0181377	0.00454827	0.000641184	0.00592742	0.000786791	0.00106595	0.000624055	0.000206332	0.000171519	1.78251e-05	0.000270597	0.000248958	0.000135045	0.000935037
è	0.00141602	0.000818739	0.0140242	0.170645	0.529959	0.127035	0.0736173	0.0163866	0.00332076	0.0217198	0.00491694	0.00757995	0.00481972	0.00215926	0.00278272	0.000569105	0.00275362	0.00232352	0.000438631	0.0127138
d	0.0032525	0.00342792	0.0304283	0.118613	0.68006	0.0665291	0.0588233	0.0120321	0.0158182	0.000311172	0.00547479	7.33204e-05	0.000375923	8.80626e-05	6.96073e-05	6.4694e-06	0.000153435	0.000218191	0.00293441	0.00130972
d	0.00739322	0.00306584	0.00418926	0.149475	0.640955	0.0508698	0.0274689	0.0175194	0.0122431	0.0121396	0.0104358	0.00120704	0.00289083	0.000472684	0.000330652	1.32379e-05	0.000265332	0.000711939	0.0569027	0.00145097
a	0.000886109	0.00114873	0.0692819	0.0436674	0.307833	0.131072	0.10221	0.0589955	0.0609213	0.0145189	0.0488466	0.00255284	0.0234351	0.00563558	0.00369667	0.000738105	0.00516229	0.00692929	0.0733377	0.0391306
p	1.21539e-05	4.64966e-06	9.92442e-06	0.00348349	0.256099	0.415221	0.138671	0.077809	0.0140289	0.0405498	0.0158154	0.0127046	0.0153925	0.00211154	0.00411392	0.00103104	0.000830619	0.00106044	1.69163e-05	0.00103291
u	5.31091e-05	0.000322171	0.000397793	0.00179975	0.695211	0.174295	0.0303302	0.0246451	0.00430876	0.0188745	0.00517046	0.0119453	0.00618303	0.000812794	0.00739434	0.00239227	0.00592326	0.000639771	0.000675642	0.00862592
l	3.73586e-06	3.42532e-06	2.44167e-05	0.000480273	0.0592265	0.567079	0.217148	0.0591154	0.0305476	0.0222577	0.0137945	0.00551442	0.0149753	0.00289713	0.00309002	0.000766776	0.000217975	0.000717662	0.000521054	0.00161927
ò	9.06547e-05	0.000488984	0.000381378	0.000939347	0.332954	0.453054	0.0912393	0.0307075	0.00826335	0.0173414	0.00844526	0.0111616	0.00920707	0.00220223	0.0122009	0.00229229	0.00574314	0.00219708	0.000397389	0.0106931
s	0.00114419	0.000604274	0.00126643	0.00136973	0.436537	0.31036	0.206271	0.0101604	0.0160789	0.000167418	0.00411025	3.64815e-05	0.000216654	7.79345e-05	4.93989e-05	4.81529e-06	6.64927e-05	0.000175522	0.0106597	0.000642283
p	0.000700605	0.0013343	0.000750119	0.00265769	0.490593	0.273668	0.0651287	0.0514413	0.0131591	0.0337564	0.0147446	0.00983899	0.00780364	0.00239997	0.00499445	0.000285536	0.00171211	0.00180826	0.0196524	0.00357038
ì	0.000511688	0.00108086	0.018589	0.00291749	0.377383	0.0879284	0.0440152	0.016963	0.0207854	0.00391934	0.0146176	0.000839523	0.00765816	0.00304664	0.00233048	0.000631839	0.00516382	0.00425592	0.333863	0.0535
t	0.000756008	0.000632515	0.00114133	0.00164631	0.119332	0.267748	0.279778	0.244084	0.055235	0.00222141	0.0228439	0.000435	0.00145867	0.000269237	0.000245762	2.27509e-05	0.000104267	0.000332324	0.00118348	0.000531108
