 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.00342259	0.181051	0.809157	0.00621131	0.000111995	4.69393e-06	7.15012e-06	2.59286e-06	4.08701e-07	1.66398e-06	1.36389e-06	3.81619e-06	2.23738e-06	6.01748e-07	2.04724e-07	1.5721e-06	9.75542e-07	1.78858e-05
ò	0.997536	0.00220639	0.000155255	5.67974e-05	1.60486e-05	5.37121e-06	3.14659e-06	4.31397e-06	1.9073e-06	2.21264e-06	4.12063e-07	7.16924e-06	9.42693e-07	6.11739e-07	1.65799e-08	7.71357e-07	4.27689e-07	2.42661e-06
t	0.995725	0.00280413	0.00144581	2.11421e-05	1.02159e-06	3.16053e-07	4.65621e-07	5.74537e-07	9.18523e-08	2.26029e-07	5.53251e-08	4.88772e-07	9.54383e-08	7.05625e-08	1.82862e-09	8.72581e-08	4.34811e-08	7.87283e-07
t	0.997595	0.00141664	0.000836617	0.000101329	8.08742e-06	5.02541e-06	1.85015e-05	3.11388e-06	7.24954e-07	5.93427e-06	2.54747e-06	6.04803e-07	6.36009e-07	1.26349e-07	1.11382e-08	2.38455e-07	1.61931e-06	3.00094e-06
i	0.999777	0.000211667	3.91564e-06	2.89273e-06	1.63768e-06	6.1968e-07	7.9782e-07	5.02352e-07	8.9169e-08	1.96155e-07	8.4531e-08	6.9524e-08	1.01375e-08	1.99283e-09	6.85769e-10	2.01121e-09	1.61592e-07	2.44549e-08
i	0.160402	0.81812	0.0176466	0.00236911	0.000336837	9.52836e-05	0.000179266	0.000374447	4.58049e-05	7.08263e-05	0.000327128	3.68971e-06	1.94176e-05	1.26385e-06	5.51138e-06	1.03225e-06	1.52612e-06	3.37941e-07
v	0.234513	0.505412	0.225599	0.0255108	0.00187738	0.000592459	0.00108396	0.000879099	0.000228817	0.000709007	0.000840559	0.000353391	0.000675882	9.95621e-05	3.08387e-05	0.000176476	0.000310318	0.00110828
ò	0.64609	0.167144	0.0774312	0.0309458	0.0243572	0.00538374	0.00189525	0.00554224	0.00296973	0.00131482	0.00339185	0.000710998	0.0035548	0.00156079	0.0039661	0.000894023	0.00300088	0.0198465
e	0.0121412	0.925647	0.0571393	0.00408798	0.000136212	6.79143e-05	0.000484791	5.74555e-05	5.4106e-06	6.74472e-05	8.14123e-06	0.000127146	7.50848e-06	2.08978e-06	6.73318e-08	3.85694e-06	4.99288e-06	1.13372e-05
g	0.0125853	0.00408726	0.964068	0.0135643	0.00103695	0.000520421	0.00116047	0.000688461	0.000183359	0.000525941	0.000597205	6.86324e-05	0.000107814	2.13064e-05	1.61488e-06	3.4007e-05	0.000213566	0.00053578
h	0.603763	0.257128	0.0584585	0.0294118	0.0166843	0.00537672	0.00350294	0.00574838	0.00217265	0.00209585	0.00222185	0.00327198	0.00220622	0.000528987	0.000264819	0.000373438	0.000702875	0.00608773
è	0.000837255	0.0557616	0.636996	0.0824711	0.019695	0.0317084	0.0873617	0.00825658	0.00502975	0.0401939	0.00813049	0.0127173	0.00634104	0.00170801	3.15801e-05	0.00201269	0.000232935	0.000514621
n	0.00142893	0.00501896	0.884557	0.106708	0.000997404	0.000170444	0.000554365	0.000266971	1.99896e-05	0.000111753	7.26531e-05	2.66652e-05	9.43737e-06	8.88764e-07	4.8297e-06	1.81885e-06	2.49663e-05	2.39325e-05
