 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
m	0.0139174	0.0331811	0.909022	0.0430469	0.000342576	3.98019e-05	1.86146e-05	0.000346929	1.78062e-06	2.2346e-05	2.11686e-06	1.47637e-05	1.0828e-06	1.39369e-06	9.05736e-07	3.77371e-06	3.61871e-05
ò	0.989248	0.0105124	0.000205126	9.06496e-06	4.10886e-06	1.41357e-06	4.17718e-06	3.94435e-06	6.23323e-07	1.40385e-06	1.5941e-06	3.52841e-06	2.06526e-06	1.88824e-07	6.20961e-07	3.62682e-08	1.59134e-06
t	0.997426	0.000485795	0.00197898	5.88601e-05	1.19837e-05	1.66737e-06	3.29452e-06	2.1628e-05	8.7357e-08	4.80633e-06	4.59793e-07	1.00876e-06	6.07342e-07	5.99507e-08	5.12111e-07	6.81438e-09	4.53501e-06
t	0.992701	0.0052423	0.0013939	0.000313287	0.000192853	1.64905e-05	6.58313e-05	4.23932e-05	4.7303e-07	1.96167e-05	3.11878e-06	1.59962e-06	8.25242e-07	4.67429e-07	4.77922e-08	1.70034e-07	5.21008e-06
e	0.999398	0.000143122	0.000297074	6.09553e-05	4.55572e-05	4.65134e-06	2.34328e-05	1.75606e-05	1.29636e-07	8.43024e-06	5.70209e-07	2.02796e-07	1.40445e-07	1.10632e-08	1.86632e-08	7.93533e-08	2.08002e-07
o	0.0307476	0.963216	0.00220436	0.00203939	0.00119696	0.000422538	3.79052e-06	1.23282e-05	1.11344e-05	1.32602e-05	0.000119539	2.74816e-06	7.52076e-06	1.07979e-06	3.3314e-07	1.8017e-06	4.53542e-08
G	0.0184184	0.955046	0.0217784	0.00215348	0.000949687	0.000165112	0.000231656	0.000221817	2.9645e-05	0.000286619	0.00026206	0.000111346	0.000132339	4.77952e-05	5.38402e-06	2.04458e-05	0.000140001
i	0.0118503	0.965151	0.0173422	0.00184813	0.000797095	0.000274235	0.000105485	3.84566e-05	0.000179323	0.000153656	0.000570032	4.46417e-05	0.000536185	0.000115013	0.000126243	0.000145045	0.000722905
u	0.00042749	0.924819	0.0213513	0.0214161	0.0234463	0.00290909	0.000546504	0.000535132	0.000720908	0.000156122	0.000958362	0.0011757	0.000684477	0.000690653	8.25846e-05	6.58233e-05	1.44503e-05
v	0.00364604	0.261241	0.545869	0.115693	0.0203026	0.00449032	0.00633034	0.00563945	0.00133598	0.00724703	0.00892446	0.00496978	0.0071692	0.00200022	0.000392301	0.00241672	0.00233201
à	0.00372527	0.912292	0.0561449	0.0106243	0.00432736	0.00186624	0.000561123	0.000301142	0.000890378	0.000455377	0.00342307	0.000454273	0.0023774	0.000377963	0.000254414	0.000689945	0.00123435
n	0.00105785	0.00794169	0.821662	0.0957019	0.0148404	0.000955756	0.00318444	0.0519334	1.35067e-05	0.00186604	3.91104e-05	0.000625285	4.69162e-05	5.16597e-06	4.31884e-05	9.42939e-06	7.37633e-05
n	0.0161696	0.0875584	0.818495	0.0514573	0.0125489	0.00157216	0.00700096	0.00300979	4.81747e-05	0.00156469	0.000296913	7.68149e-05	7.6709e-05	2.51958e-05	3.15316e-06	1.84827e-05	7.73945e-05
i	0.00327687	0.00714898	0.132255	0.0367542	0.0260384	0.00974228	0.664879	0.0915717	0.00133295	0.0161376	0.00105076	0.0029353	0.00090801	0.000146714	0.000112918	2.97139e-05	0.00567887
ì	3.04597e-05	0.110015	0.0935809	0.425431	0.2063	0.115321	0.000692083	0.00228438	0.0270629	0.000985061	0.00863858	0.00328018	0.00334755	0.00174632	0.000245485	0.000980093	5.96764e-05
r	0.000976229	0.00863965	0.482563	0.444057	0.0487446	0.00431619	0.0023238	0.00608735	6.03488e-05	0.00162133	0.00032203	0.000159231	3.75537e-05	7.73e-06	1.40174e-06	2.00328e-05	6.20249e-05
t	0.000998178	0.00518408	0.470258	0.421724	0.0552199	0.0142985	0.0115317	0.00672612	0.000712797	0.00981716	0.00222213	0.000337667	0.00064706	8.96255e-05	1.35447e-05	6.34693e-05	0.000156074
e	0.00119332	0.00250838	0.0323814	0.0197686	0.0174193	0.0101682	0.780931	0.0617935	0.00495869	0.0110001	0.00136024	0.00410514	0.0022609	0.000454011	0.000581533	0.000488491	0.0486273
è	7.82087e-06	0.00877825	0.0052212	0.336528	0.36606	0.233975	0.00202865	0.00458618	0.0241355	0.00136805	0.00865544	0.00431109	0.0025957	0.00116557	0.000175057	0.000365839	4.36159e-05
s	0.00157039	0.00129704	0.0375956	0.502745	0.288409	0.08169	0.0271796	0.0471457	0.000648316	0.00846606	0.00163715	0.00103376	0.000207896	2.76901e-05	5.40604e-06	9.81764e-05	0.000243254
s	0.00171011	0.00099734	0.0434834	0.470051	0.230158	0.105746	0.0656954	0.0282589	0.00263539	0.0397504	0.00742118	0.0010648	0.00219208	0.000227365	4.60618e-05	0.000195787	0.000366091
u	0.000454831	0.00111541	0.00620529	0.00771533	0.00990704	0.0189695	0.806867	0.0735516	0.00759418	0.0119727	0.00584526	0.00860023	0.00488565	0.00113296	0.000652499	0.00233569	0.0321948
t	7.44947e-06	0.000830612	0.000298648	0.035786	0.106102	0.719558	0.0115905	0.018925	0.0571922	0.00309769	0.0205536	0.0113392	0.00921695	0.00298899	0.00116645	0.000853319	0.000492734
o	0.000463749	0.000444301	0.00489108	0.113556	0.235932	0.383719	0.051457	0.0187561	0.0662184	0.0277846	0.0218698	0.00523986	0.0267519	0.00674842	0.0129005	0.00357377	0.0196938
v	4.41888e-06	0.000142921	3.40081e-05	0.0113294	0.113795	0.715967	0.0722635	0.0204223	0.0445941	0.000839982	0.00282075	0.00487501	0.00225969	0.00550476	0.00094607	0.000534636	0.00366646
r	0.00161437	0.000712865	0.00455503	0.0355428	0.120244	0.462881	0.0726742	0.0266808	0.0604923	0.0360241	0.0378772	0.00954702	0.0588234	0.017581	0.0258388	0.00821256	0.0206982
à	5.15477e-05	0.00275209	0.000264653	0.00512793	0.01181	0.0870028	0.0456055	0.0111757	0.176673	0.00376289	0.00944303	0.0171829	0.00908175	0.0527087	0.0116646	0.167262	0.388431
i	0.000149079	3.51261e-05	0.000499925	0.00470902	0.0116465	0.125619	0.419114	0.350101	0.00518452	0.0657719	0.00539626	0.00880032	0.00160874	0.000424661	7.57918e-05	0.000404072	0.000460333
ì	0.000722334	0.00105666	0.000887624	0.00147627	0.0037985	0.403553	0.111991	0.115578	0.21873	0.0809262	0.047036	0.00386151	0.00703684	0.000465362	0.000113429	0.000341667	0.00242607
b	8.84918e-05	1.33679e-05	0.000191485	0.000800956	0.00180597	0.0752655	0.254261	0.514323	0.0120835	0.131724	0.00459727	0.00399959	0.000644992	5.57886e-05	1.584e-05	6.92577e-05	5.98084e-05
b	0.00120593	0.000169361	0.00205388	0.00340992	0.00428895	0.12798	0.453814	0.154722	0.0267529	0.177405	0.0300848	0.00503946	0.010318	0.000820157	0.000222225	0.000761956	0.000952382
i	0.000150653	4.86513e-05	0.000184671	0.00180272	0.00324664	0.0115806	0.814755	0.0564725	0.00712975	0.00801312	0.00723065	0.0127352	0.00830215	0.0024735	0.00149168	0.00532609	0.0590561
e	6.85739e-06	9.11985e-05	2.70946e-05	0.000496285	0.00182316	0.0384004	0.0168615	0.02842	0.573543	0.030938	0.140288	0.0583338	0.0684727	0.0203553	0.0113174	0.00432922	0.00629597
p	0.00025494	0.00025581	0.000374014	0.00036872	0.000376214	0.019728	0.0158731	0.0154707	0.552221	0.192993	0.137537	0.0144853	0.0415768	0.00235063	0.000966911	0.00130144	0.00386579
o	0.000204789	0.000185319	0.000312589	0.000597649	0.000968531	0.033373	0.0954313	0.0329451	0.575165	0.0524548	0.0558008	0.0179142	0.0551944	0.0198665	0.0314748	0.00578262	0.0223287
d	3.81959e-06	3.7716e-05	4.55041e-06	7.0848e-05	0.000311581	0.0188186	0.0478837	0.0155981	0.766601	0.01482	0.0324289	0.0423784	0.0181609	0.0208058	0.00478488	0.00124767	0.0160433
d	0.000636188	0.000255916	0.000801251	0.00100572	0.00117709	0.0214886	0.0811152	0.0299698	0.470272	0.107474	0.0680506	0.024753	0.0775119	0.0200885	0.0303582	0.0176386	0.047404
h	6.05918e-05	0.000169004	2.89785e-05	0.000512987	0.00195251	0.0193909	0.157909	0.0106688	0.0902171	0.00357585	0.0170452	0.0352438	0.0231443	0.0281764	0.0335626	0.0898913	0.488451
ì	1.62859e-05	8.60013e-05	4.35844e-05	0.000235371	0.000564299	0.00772523	0.0113029	0.00760391	0.347949	0.031579	0.14622	0.0585652	0.110558	0.050544	0.0550101	0.0197015	0.152296
s	0.000126865	1.13218e-05	0.000366602	0.00033295	0.000207919	0.00135657	0.0182506	0.0260729	0.0109749	0.859154	0.065024	0.00899419	0.00780428	0.000651814	0.000226626	0.000196818	0.000247546
t	0.00139804	0.000170167	0.0016239	0.00084091	0.000400219	0.00218667	0.01301	0.00748472	0.0641635	0.611222	0.211608	0.0160727	0.061261	0.00318884	0.00106506	0.0028029	0.00150152
r	0.00119976	0.000111774	0.000711178	0.000698986	0.00115601	0.00397748	0.376459	0.0530781	0.0277764	0.0743537	0.0278511	0.059667	0.0519677	0.00766887	0.0287215	0.0022313	0.282371
à	0.000525601	0.000122433	0.000316235	0.00119526	0.00327591	0.0159947	0.562079	0.044743	0.0211245	0.034268	0.0398532	0.015584	0.0267245	0.012985	0.00351633	0.0605901	0.157102
k	0.000253451	3.68907e-05	0.000642685	0.000695492	0.00070407	0.00398821	0.0164964	0.0209311	0.0110054	0.791334	0.12601	0.00736948	0.0139446	0.00221505	0.000794165	0.00106509	0.00251371
k	0.0841591	0.0011323	0.0148245	0.00255815	0.000722221	0.000702702	0.0175102	0.0079107	0.0271718	0.565237	0.184578	0.0273451	0.0548143	0.00207371	0.0017296	0.00244219	0.00508804
o	0.000573926	0.000336526	0.000942243	0.0013951	0.00182288	0.00795179	0.106454	0.0299967	0.161241	0.149665	0.16279	0.0767741	0.149772	0.0197948	0.0207365	0.00370602	0.106047
