 	sto	ancora	cucinando	</S>
s	0.37572430425	0.147539135	0.38674951	0.08998705
t	0.276753580917	0.287479215	0.382861807667	0.0529053546667
e	0.551763936972	0.283517165	0.131717733379	0.0330011386889
a	0.495056131324	0.374012595	0.11483020095	0.016101062363
n	0.168454182775	0.391855365	0.150810596983	0.288879854454
k	0.119172314258	0.331269321667	0.105862715661	0.443695688151
ò	0.415522458086	0.318067267889	0.0496009569537	0.216809402704
r	0.455453774695	0.18475757663	0.235530097385	0.124258620888
a	0.426995593565	0.174646708877	0.297620304128	0.100737394296
m	0.415516365255	0.135648616292	0.402237796376	0.046597235432
a	0.387675722485	0.118058955431	0.438697843792	0.0555675018107
r	0.378053716262	0.0875512526837	0.221717022931	0.312678013937
è	0.274750967521	0.144559125101	0.179011795977	0.401678111312
o	0.257309117507	0.236016645034	0.280442656992	0.226231573771
n	0.103960111102	0.151365349678	0.350062938997	0.394611621257
t	0.0565352039673	0.0728575478927	0.263477456332	0.607129823752
a	0.0641675079891	0.0530976729642	0.184421010111	0.698313824584
</S>	0.0687937589945	0.0363401219821	0.118309857056	0.776556262292
