 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.064572709	0.0379755355	0.1468638325	0.51767485	0.084505083	0.021663278979	0.126744684804
n	0.0279304419467	0.0861859921667	0.329842914167	0.473878303333	0.0326455579767	0.00722394451937	0.0422928152705
a	0.0157198215956	0.165319360722	0.473773814722	0.317667857778	0.0109695847822	0.00240823389694	0.0141413091672
v	0.0118925654985	0.145272603574	0.435648981574	0.396984282593	0.00405713294073	0.00108249021576	0.00506194286607
o	0.195678000133	0.121793064525	0.299729850525	0.365119254198	0.0143789751802	0.00105505967192	0.00224578235536
r	0.260695410878	0.0977282138417	0.150495654175	0.188370448066	0.0510155250601	0.00932841075731	0.242366322652
à	0.097470637126	0.0407656969472	0.063991212725	0.100960981355	0.355016298353	0.0193051035858	0.322490087717
s	0.0404474248753	0.0697664423157	0.088385431575	0.254838095785	0.423339218584	0.0150337441953	0.108189659306
o	0.0862790047918	0.248606807439	0.152236333858	0.320477829595	0.148014966995	0.00662989259843	0.0377551525687
o	0.103931712931	0.266114611813	0.130747557953	0.135473609865	0.335561607332	0.00779248173281	0.0203784177562
s	0.0395118759103	0.108532589938	0.0796246083177	0.104416865622	0.400173201777	0.00844117834427	0.259299673252
s	0.0162698573701	0.085282394646	0.104876515106	0.293706148541	0.143766449826	0.00780171021476	0.348296921084
o	0.0210909769234	0.0716664342153	0.100358175369	0.313900577514	0.144016189842	0.0920533324049	0.256914320361
m	0.0515036816411	0.156030602738	0.145430602123	0.161547227171	0.153148598614	0.119113666302	0.21322560712
ì	0.0525726122137	0.197634178579	0.193212704041	0.196518505724	0.134563128205	0.128497314267	0.0970015327067
k	0.0437265857379	0.0864919600597	0.10489010668	0.176013516241	0.142786054402	0.355799954756	0.0902917842356
a	0.0462884255793	0.0329483977199	0.04080295266	0.082681765747	0.096511828134	0.485401841585	0.215364738079
m	0.0317782041931	0.07354563074	0.12958679932	0.148267857916	0.0778702277113	0.314168296195	0.224782958693
è	0.017340803531	0.0866938747467	0.159807841107	0.175602748639	0.0651057469038	0.351844657732	0.143604322231
r	0.019403727977	0.0350302457489	0.069679918369	0.125265652213	0.134587663301	0.491352445911	0.12468031641
i	0.021155803859	0.0164251393296	0.0372610424897	0.097420360571	0.1521974911	0.411692675304	0.26384745447
</S>	0.0127960487295	0.0084124412848	0.0187795307948	0.0490925100355	0.09324441555	0.368099887652	0.449575147235
