 	non	so	cosa	stai	scrivendo	</S>
e	0.39017129259	0.02884481035	0.4733677025	0.059171623	0.0384938336	0.00995073382
n	0.13027762769	0.290878991783	0.469860487167	0.0406161176667	0.0142965143333	0.05407026982
e	0.0435885453967	0.635792477261	0.214798348722	0.0313599965556	0.00570205261543	0.0687585941067
t	0.0168072790322	0.59921377242	0.138001506241	0.0188819441852	0.0123435833095	0.214751925536
s	0.00852583074407	0.64038950414	0.0574972995137	0.0152349291617	0.0145622509742	0.263790217145
è	0.011449158148	0.81237550138	0.0247261569379	0.0580797428206	0.00499791615573	0.088371563745
r	0.0731128223827	0.562085577127	0.147722835313	0.0810392209402	0.104974650012	0.0310649023117
o	0.130129254128	0.318733102376	0.345139918438	0.0550827443134	0.138902607904	0.0120123691806
e	0.0927204017093	0.223521066125	0.332042476146	0.240305152104	0.106731077201	0.00467981603687
s	0.0362163018698	0.0957468907083	0.166907387882	0.288827063368	0.300405215734	0.111897104912
ù	0.0156203732566	0.0544228015694	0.0629820931273	0.387032200456	0.330996441911	0.148946053304
t	0.0541620194189	0.0320858095231	0.0440822973758	0.449947616819	0.345671650637	0.074050554768
i	0.0882934781396	0.058187820841	0.0703481374586	0.30722476894	0.421312456879	0.0546332735893
s	0.0564130357132	0.0635282440803	0.0634235750529	0.225209391113	0.50725175896	0.0841739645298
t	0.0346745199044	0.0310460348268	0.035572210251	0.121159368504	0.49035501632	0.28719285151
e	0.0265376845681	0.0225965942756	0.0264444392503	0.0976331988347	0.476338368773	0.350449710503
g	0.0759064727894	0.0136364900919	0.0182435869168	0.0446164741449	0.633293589591	0.214303380168
r	0.107089476263	0.0522804556973	0.0178171196389	0.0285588332483	0.49281775653	0.301436356723
à	0.0521963344977	0.0632063162991	0.00879663672297	0.0240062501494	0.51648034551	0.335314098908
f	0.229371765243	0.027084312833	0.012073949751	0.0110934861165	0.541483468503	0.178892946303
i	0.290746321648	0.0241236412777	0.0133849010837	0.00882572337217	0.391637486168	0.271281862101
</S>	0.149152910674	0.0267454266388	0.00706092629185	0.00911651818609	0.383119008084	0.424805181051
