 	lo	sentii	che	viene	</S>
t	0.45577406409	0.4577796791	0.0552199925	0.008433600057	0.0227926557204
o	0.174763392756	0.677553293033	0.1371481975	0.00285396489633	0.00768116696707
n	0.0811694416253	0.536323064344	0.3735733825	0.00098817452811	0.00794598190236
ì	0.0319526445818	0.509072838115	0.450592140833	0.00037412558437	0.00800830064079
k	0.0424114585273	0.605467676038	0.331175460278	0.0180301052131	0.0029153086336
u	0.315925424509	0.432635688679	0.226367126759	0.0238920794944	0.00117966433787
s	0.38169451067	0.26206085956	0.30714874892	0.0102503940548	0.0388454914926
a	0.134623527057	0.35324084652	0.454570182973	0.0060181546516	0.0515472809309
n	0.0548000013523	0.314976317173	0.331826190991	0.0900972833839	0.208300192077
a	0.106485898451	0.168633870724	0.277511003664	0.158387924461	0.288981287359
r	0.12053782615	0.107274512475	0.225014554888	0.32676129482	0.22041181912
t	0.06893206405	0.0391681542583	0.0900386419627	0.386050411607	0.415810749707
i	0.06278970735	0.0185076249528	0.0551069686542	0.190686799536	0.672908873236
</S>	0.049329669675	0.0136959659764	0.0466061463271	0.122731823268	0.767636336618
