 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.80857745	0.115706395	0.0050596058	0.01358928875	0.00431437815	0.008325375423	0.006306832112	0.003106692664	0.0063717289525	0.00943574193	0.00318725935735	0.00468989525	0.01132942525
l	0.579762316667	0.082877145	0.00393830996667	0.00990055175	0.00472299781667	0.008251539423	0.007197900112	0.001940086664	0.00414531861917	0.00380818729667	0.00263891382402	0.0278506064167	0.262966214917
l	0.312123005556	0.0457072296667	0.194377026156	0.01466248425	0.0143694946056	0.013670988141	0.0121835923707	0.00311727302133	0.00553990773972	0.00267723613222	0.00246586425201	0.0347368056856	0.344369138006
ò	0.223137665185	0.338248261222	0.256749121119	0.01250724365	0.0143811988885	0.010103908027	0.0088866398569	0.00260930265351	0.00399089611357	0.00165018746581	0.000834029936498	0.0116969023582	0.115204657475
r	0.146282951728	0.644347253741	0.0861152935397	0.0126315031167	0.00624927498283	0.004783768489	0.0040878229523	0.000913845750903	0.00226806210486	0.00123961804367	0.000282167366327	0.0479950193691	0.0428034419317
a	0.309832730576	0.55180104458	0.0294942312132	0.0156469777056	0.00374996432761	0.00344388539633	0.00313186675077	0.000357588987301	0.00173744276829	0.00114899214789	9.84950151757e-05	0.0606679274564	0.0188888548572
f	0.312244031192	0.31135717686	0.0115712815044	0.0108332922352	0.0039503081092	0.00336297486544	0.00234830745026	0.00147960367943	0.0021627002561	0.00097398498263	0.00339665818579	0.0769622134855	0.259357448166
è	0.110134098064	0.281218860953	0.0179597823348	0.115389089078	0.0141631193697	0.0200641216218	0.00981289318342	0.00192285646981	0.0024364013187	0.000905796910877	0.00449780787226	0.0818952119285	0.339599955055
t	0.050038352688	0.306292620318	0.0199975697783	0.167418436359	0.0237050647899	0.0321527985406	0.0170950353945	0.00085427341327	0.00429679033957	0.00274525805363	0.00162625435442	0.236242578076	0.137534974018
i	0.131501900896	0.264995200106	0.0226125622594	0.11994932212	0.0273443782633	0.0312686261802	0.0293341294648	0.000650052284423	0.00597183964652	0.00401335741788	0.000695030524807	0.291145952359	0.070517676006
p	0.152939387965	0.217620482369	0.0234260649198	0.0887261523733	0.0234907850878	0.0250147241267	0.0286446373549	0.00123402172814	0.00432981218217	0.00237973807263	0.00471115332827	0.275623010453	0.151860060002
ò	0.0576166435083	0.106815043123	0.0218899214733	0.172625699124	0.0537221840293	0.0834549914422	0.044322567985	0.00265040504271	0.00383668306072	0.00152419432421	0.00604164742609	0.267009356851	0.178490701067
r	0.0265891586894	0.0784232743743	0.0232583306578	0.214952524708	0.0771264513431	0.113386514481	0.054827281995	0.00272695531424	0.00815196992024	0.0040925504414	0.00304116839203	0.306976812317	0.0864470647557
k	0.12497183723	0.0838424047914	0.0132992462859	0.100233995569	0.0498807354477	0.0644046411603	0.0320286383317	0.00357617760475	0.0178295283067	0.0112163241471	0.00356346306401	0.398316627439	0.0968364382519
e	0.160679703077	0.106528288264	0.020441663662	0.11831987419	0.0639439301492	0.0870030493868	0.0919634911106	0.00567454196825	0.0230085874356	0.0119061123824	0.00792673635467	0.21790570448	0.0846983377506
t	0.126347951692	0.184235992755	0.0207537483207	0.13313593973	0.0684052547164	0.0870067561289	0.105046063237	0.00671614375608	0.0188224008119	0.0055587205808	0.00857145885156	0.153726686827	0.0816728575835
e	0.105547255331	0.182800778252	0.0120516605402	0.122638758243	0.0884043362388	0.11113840171	0.139189947279	0.00695916598536	0.0237298182706	0.00445128264693	0.00404147331719	0.127917880276	0.0711292430945
è	0.0360623000243	0.0858036034173	0.00922410638007	0.209790039414	0.122644538746	0.202012067237	0.205373329093	0.00609656426179	0.0254071897569	0.00786787788231	0.00197629371906	0.0525477014253	0.0351944235982
r	0.0171959484888	0.0626004078058	0.01045518766	0.224679336471	0.118457999582	0.192669592412	0.143647627364	0.00435630625393	0.022687271919	0.00843271542744	0.00130708941969	0.159889550475	0.0336209591994
k	0.0721703644963	0.0510239566019	0.0129823265533	0.127763829824	0.0906841188607	0.120085057471	0.085122496788	0.00514251805131	0.040833281973	0.0253853692758	0.00628201700656	0.287249683492	0.0752749323998
o	0.0869949445654	0.0331083008673	0.0150056835178	0.0831560109413	0.0914205386202	0.129108039157	0.139277882263	0.0143284546838	0.0629932386577	0.0344156227586	0.0207387040022	0.200711079831	0.0887414574666
m	0.0585700779218	0.0209331126224	0.0133269931393	0.0628720409804	0.0857307594067	0.114106647719	0.139698982008	0.0151807020946	0.0491094054526	0.0169452829862	0.0285846396674	0.331002311944	0.0639390124889
e	0.0482401144739	0.0149044085408	0.00802167334643	0.0409406663268	0.0630005730022	0.0995263572397	0.154765231923	0.0216541265649	0.0631361310509	0.0146506500621	0.0311690678891	0.377397573648	0.0625934108296
m	0.0244114153246	0.0452812895136	0.00614848728214	0.0697184061089	0.0714980176674	0.103212119413	0.160188424874	0.0237256385216	0.067944507117	0.013794153594	0.027730477963	0.311638494216	0.0747085622765
a	0.0161139205749	0.0547395065045	0.00380003979405	0.076815698703	0.0678675678891	0.105132080138	0.159429155858	0.0199629838405	0.0703805058057	0.016963039438	0.0233965049877	0.301590421405	0.0838085594255
p	0.00953723432497	0.113684122168	0.00298645863135	0.154279190901	0.0767687446297	0.108171202379	0.159375096153	0.0189868854468	0.0704094402686	0.0179878079213	0.0192511223292	0.160419600468	0.0881430798085
à	0.00691538922966	0.132470959073	0.00822378637712	0.1722886633	0.0713362338766	0.071232677793	0.0789183429177	0.0550577046489	0.0378655167562	0.0185120360824	0.118594512443	0.135268973489	0.0933151966028
l	0.00625691719789	0.0488799903743	0.0148076831257	0.0768219374333	0.0607919909589	0.0716948272643	0.0666802343059	0.0841247822163	0.0620712092521	0.0238862800275	0.165477906481	0.240921061163	0.0775851775343
e	0.00615118808596	0.0215270774581	0.0110301872086	0.0450922584778	0.0599257023196	0.0831089357548	0.096268088102	0.0946220847388	0.124174841751	0.0347098860092	0.095199987827	0.245383353721	0.0828063911781
e	0.00219488334032	0.0096891991527	0.0057600052362	0.0593189008259	0.14026100544	0.133993835252	0.123514117701	0.0870208799129	0.123751438917	0.0370200623364	0.060789432609	0.140252964574	0.0764332623927
t	0.00195848887177	0.0081855560509	0.0035540039454	0.0630720652753	0.150289762147	0.123565552751	0.0840150999003	0.0377974026376	0.062487896639	0.0186528237788	0.025405606203	0.274945134858	0.146070616131
t	0.0116078647573	0.00783011968363	0.00343176494847	0.0289655482584	0.0549167012157	0.0530250295837	0.0509481856334	0.0174909168792	0.0393185908797	0.0269538872596	0.015578228401	0.410028521619	0.279904655377
ù	0.0136079369931	0.00452122404121	0.00352229434949	0.0123503379195	0.0217694683386	0.0251893268612	0.0331318285445	0.0248838696264	0.0314290466266	0.0352774517532	0.236048727134	0.31893846054	0.239330071792
c	0.043303098405	0.0606817791604	0.00332219618316	0.121193864306	0.0428564852129	0.0262443992871	0.0160367310815	0.0256457863755	0.0181816499755	0.0197349164894	0.307656578711	0.198295013513	0.116847549597
e	0.0541166806683	0.0795449617001	0.00427975619439	0.157987909769	0.051320773071	0.0353629830957	0.0512100752605	0.0845984729585	0.124593698092	0.0504887987348	0.12481267057	0.116038878004	0.065644351199
t	0.0231887184228	0.0290562532134	0.00343769604813	0.058354401923	0.0227966400237	0.0258180110319	0.0622331987535	0.103921460453	0.159932562031	0.0607864486949	0.101702561523	0.234032129501	0.114739902733
r	0.0154262198076	0.0127589955045	0.00764428399938	0.0261695124077	0.0125488405079	0.015402730344	0.0271151185845	0.0380644158177	0.060242648677	0.0314744853483	0.096439465841	0.474466689834	0.182246577578
