 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.2587108825	0.402731067	0.05565742	0.207847465	0.0394188255	0.0356343341
s	0.102450920367	0.587817972333	0.166519473333	0.0924229546667	0.0381813308333	0.0126073348333
o	0.0350109608223	0.662750960778	0.242378957778	0.0388880645222	0.0165997840898	0.00437123272843
s	0.0177375407741	0.741802440259	0.152717269926	0.0333605208074	0.0111381328419	0.0432440446268
e	0.0318210335914	0.619196126753	0.248664113975	0.0346552552691	0.00942916906063	0.0562342959023
è	0.0404182978638	0.495086898918	0.296437004658	0.080130157423	0.0636528944669	0.0242747673274
m	0.111543176955	0.324661049073	0.135107044343	0.317322552474	0.0970773201556	0.0142888708758
b	0.131810991318	0.115830890458	0.110658510904	0.588027050825	0.0481701257852	0.0055024717436
i	0.0910941527727	0.129022281486	0.303361410301	0.453952297508	0.0185016633284	0.00406826143287
à	0.0716963543609	0.128900699629	0.3029812006	0.168238155736	0.271411515443	0.0567721139776
t	0.0249289344903	0.0457415001097	0.105484677367	0.203973404579	0.543220688481	0.0766508036592
t	0.0781517477634	0.0549895878032	0.0748041624557	0.385828678193	0.375089167827	0.0311366669531
i	0.125425575921	0.0897003759344	0.186055177485	0.362386072731	0.194378190942	0.0420546323844
f	0.312901491974	0.0674299346448	0.188201274162	0.237803374244	0.144713698647	0.0489502304615
i	0.351317850658	0.0346797342149	0.0977868777207	0.281731904748	0.155896177882	0.0785874364872
n	0.160712098553	0.021979079205	0.0669360425069	0.301478238249	0.223752705961	0.225141815496
è	0.090707827653	0.00947513704167	0.022557305819	0.175014303883	0.481017741987	0.221227638499
s	0.034381176353	0.00574847035389	0.0107248529897	0.0679791460943	0.788365013996	0.092801297833
t	0.147548852784	0.0454141119513	0.0548708823299	0.125125895698	0.581509790665	0.045530459411
r	0.277378647595	0.0905642706504	0.0790005814433	0.189704575233	0.345883469555	0.017468467137
a	0.191354067198	0.0672737844501	0.0410373654811	0.122246501744	0.320710699852	0.257377611246
</S>	0.099646125599	0.037509018575	0.0236816492405	0.068074100872	0.267440084926	0.503649055623
