 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.558342445	0.317694614	0.0184203155	0.0142103922	0.01064124675	0.063944555	0.00718825878	0.009558185985
r	0.285578201333	0.490613348	0.00949231996667	0.0497745462	0.0351602864167	0.0678220983333	0.0503240091133	0.011235223985
t	0.137905076778	0.590395192667	0.0238740244556	0.0737106977333	0.0584295994722	0.0307778044578	0.0655804394044	0.019327175995
e	0.139832735593	0.703184130889	0.0324455968185	0.0380722869111	0.0387270915907	0.0105527575359	0.0229526311848	0.014232719955
n	0.109623830531	0.536972201963	0.0287778142728	0.0560992209704	0.13649353363	0.00796658454863	0.0321520154116	0.0919147446083
a	0.057633608177	0.513385092321	0.0345351064243	0.0642497119901	0.169845120343	0.00711633278954	0.0352268309105	0.118008162646
i	0.040597321059	0.547100730774	0.0262638345748	0.0537039756634	0.161919215914	0.103826836203	0.0250436614102	0.0415443954587
v	0.0394693646863	0.265433910258	0.0116714603583	0.0546598858878	0.203902371971	0.260980662068	0.112085869137	0.0517964569529
ò	0.0376352218954	0.115264226753	0.277942661519	0.0531866492959	0.12178452499	0.212834157623	0.127958176944	0.053394400711
s	0.0229309566318	0.077836454251	0.368480788173	0.182254153099	0.132395875997	0.086223618141	0.0898575928797	0.0400206236303
t	0.0379296298773	0.0866555867503	0.136803524724	0.219144261033	0.332306581999	0.0685872163803	0.0817787972932	0.0367944703101
è	0.0374333049591	0.0806875012501	0.360944055908	0.107907619011	0.319081036166	0.0484036120501	0.0319391844424	0.0136037465544
o	0.022679753653	0.0449160984167	0.425319762203	0.129739088337	0.195786087555	0.11791974894	0.0579806804921	0.0056588279358
s	0.0167659448843	0.0301563308056	0.161144410968	0.130218513446	0.168735466852	0.145722511647	0.250743263497	0.0965135677119
t	0.0171950096281	0.0264733786019	0.0774352549893	0.0551391438153	0.180869903284	0.208320112549	0.296751019832	0.137816151904
u	0.017772427676	0.0280234882006	0.138216082996	0.154891956605	0.241214337761	0.22910940085	0.130634297277	0.0601379975013
d	0.019208685692	0.0290426200669	0.154723744865	0.186375032535	0.16114642592	0.08599731695	0.311374141092	0.0521320087004
i	0.0198044283973	0.0229705068556	0.108409648822	0.257229644512	0.127651741973	0.0411960859833	0.372528235697	0.0502096599001
è	0.00781686866743	0.0115509695252	0.0919945111073	0.290984110504	0.148131350658	0.229298272328	0.192617523899	0.0276063733
o	0.00290819382414	0.0060647312484	0.0341949168691	0.179111985835	0.172517173553	0.335070384109	0.248649464633	0.0214831532667
n	0.00196696340805	0.00488118034947	0.0180665922897	0.129099300145	0.143902880184	0.170257472703	0.384624638211	0.147200981589
a	0.00240333280268	0.00675456288316	0.0200626487632	0.254755044915	0.110120839061	0.0974300122343	0.32159287607	0.18688067053
g	0.00457431270089	0.0108425674611	0.0173341968877	0.297784395172	0.10075043302	0.0701105834114	0.405322142023	0.09328134351
h	0.0848310949003	0.012376963487	0.0713531199292	0.114559758591	0.06681236434	0.0694070871371	0.481262940674	0.0993966578367
e	0.10913440319	0.009175132629	0.0998485346431	0.0833608695303	0.12533824478	0.232012395712	0.241227928558	0.0999024726122
t	0.03849702662	0.005305230843	0.0471277995477	0.0600489823768	0.115320344527	0.245217561621	0.337836267853	0.150646767537
t	0.0205269562067	0.00497281204767	0.0205453878492	0.0213974504256	0.0423397597757	0.118158196924	0.568572222618	0.203487215846
ò	0.0129395258556	0.00326466840256	0.0279059406164	0.0128801929085	0.0277334445919	0.0929665489747	0.603260377539	0.219049318615
m	0.122921269072	0.0136778715875	0.0498302535388	0.0366494899695	0.0266321315306	0.0511684689916	0.505004805846	0.194115676205
e	0.162536501024	0.0186606581958	0.23251634118	0.0558774233232	0.0597460578435	0.0316384713305	0.287004648615	0.152019815402
s	0.0575789889547	0.00897712493193	0.276508847893	0.0371674173411	0.0649390448478	0.0229084848768	0.347764302872	0.184155738467
s	0.0261856642649	0.00586360594398	0.111269481464	0.018738629347	0.0306491668493	0.0237893920589	0.490716260957	0.292787806156
è	0.0155701433116	0.00382290966133	0.056529741488	0.0119245962823	0.0231979529498	0.0512947756863	0.519059563652	0.318600322052
r	0.0243831423272	0.00668897780044	0.0297893208293	0.0417726279274	0.0185064383166	0.0490065602288	0.602092737884	0.227760180684
e	0.0290087333091	0.00962267550015	0.130401684276	0.0621227593091	0.0365107157722	0.0403211830763	0.444426933961	0.247585323561
</S>	0.0171123704546	0.00785224310008	0.236637522138	0.0493446346546	0.0557345278861	0.0500289985382	0.28080729898	0.30248242678
