 	sto	e	cucino	</S>
e	0.3553249215	0.2830774215	0.1516714385	0.209926215
s	0.135814643167	0.378090547167	0.329397996167	0.156696808333
t	0.0491729783557	0.238121343522	0.620408322056	0.0922973091643
è	0.263121101752	0.166692625641	0.539081133285	0.0311050530648
c	0.333977868011	0.14214485552	0.513369143695	0.0105080540216
e	0.23733171343	0.250878742146	0.507866696232	0.0039228092172
m	0.212017731143	0.288636124515	0.492580760411	0.00676538840573
a	0.114587930381	0.357247631972	0.511756220137	0.0164082326352
r	0.0753911634403	0.378658094814	0.524285240046	0.0216654832117
è	0.0525287611268	0.277552215761	0.643735090015	0.0261839137372
o	0.0508492870423	0.258921306254	0.457645496672	0.232583914579
</S>	0.0347789385212	0.152147434627	0.378683933336	0.434389707289
