 	che	non	li	aspettiamo	</S>
n	0.136863035	0.35506879	0.0640807684	0.001603808615	0.44238357235
a	0.183942245	0.577345396667	0.0882071844667	0.000776245705	0.14972888835
m	0.362438681667	0.441219542222	0.130488228156	0.001024689025	0.0648288287833
i	0.399548573889	0.398627440741	0.165049232719	0.00103683920833	0.0357378739611
t	0.198064515296	0.366926126914	0.103378614773	0.294084423369	0.037546305687
u	0.124756945765	0.386934338971	0.058441086791	0.39273183569	0.0371358008623
s	0.0925357411383	0.38993820209	0.0445605142637	0.29988007313	0.173085469254
m	0.243769659596	0.16288085313	0.0275956387546	0.330916894377	0.234836959751
ì	0.348841813199	0.141757081043	0.211189616252	0.199351589459	0.0988598852503
n	0.468702581066	0.108788573014	0.279220300751	0.0927849497197	0.0505035620834
o	0.470182061022	0.083582485338	0.137809738917	0.24833259514	0.0600931190278
m	0.317275321007	0.0816211977793	0.105657477972	0.301245857147	0.194200189676
e	0.251335913669	0.0450703432598	0.121786690991	0.157049247816	0.424757849892
</S>	0.127931416834	0.0306786061299	0.144392010495	0.161362198908	0.535635804946
