 	che	consuma	poco	benzina	</S>
n	0.0389487415	0.4960462955	0.241306196365	0.0730483945814	0.150650305049
a	0.183079974833	0.6538737285	0.0816816458981	0.0244430759347	0.056921539049
k	0.232606214278	0.702503946167	0.030866977766	0.00830947086157	0.025713357723
o	0.192580267426	0.767976652056	0.0135440486553	0.00289080417719	0.0230081986143
n	0.176104466709	0.788806524019	0.00688356101843	0.00105452930906	0.0271509145381
s	0.0615779304697	0.919956474673	0.00383561332948	0.000390195717573	0.0142397491394
u	0.184787490823	0.805877218224	0.00202252673316	0.000348700597078	0.0069640171398
m	0.234345654608	0.756682142741	0.00187040401105	0.00254342549903	0.00455838812327
è	0.104297985869	0.88907193758	0.00190929727035	0.00305703748654	0.00166375979242
t	0.0746451752897	0.908768179193	0.0100083205568	0.00485347914905	0.00172486970547
s	0.0544562014299	0.924897576398	0.0134074533856	0.00546044228802	0.00177838796849
i	0.13585351681	0.832933775466	0.0205970789952	0.00348565710101	0.0071300150895
a	0.172623055603	0.508766748489	0.0696098573317	0.149241518134	0.0997588616965
l	0.0906903905343	0.241559626163	0.0746529367772	0.460893762711	0.132203287566
ì	0.0627927038448	0.170815772054	0.126918413259	0.49220201757	0.147271096189
o	0.0375316592816	0.110606139018	0.167037371086	0.410510202523	0.274314642063
b	0.0166735405605	0.364227384673	0.087817879362	0.309770207874	0.221510993001
e	0.00787741438683	0.447846613091	0.347490502121	0.106694388658	0.0900911033138
n	0.00402417712894	0.153517364464	0.42847448704	0.346411998553	0.0675719644379
z	0.0259632249763	0.0867537667213	0.193406275347	0.631984232851	0.0618924748126
ì	0.0325905266254	0.0636201253738	0.123805610782	0.65896493095	0.121018814938
n	0.0240381528418	0.295906741591	0.050786723694	0.503693196983	0.125575197646
a	0.0319038399473	0.412004273864	0.0277577016647	0.220199150328	0.308135041882
</S>	0.0329503449737	0.266381326932	0.0297787998323	0.121799872164	0.549089670941
