 	ora	ho	finito	di	scrivere	</S>
à	0.78247013	0.122768998	0.069110395	0.018734654	0.001174508465	0.005741282595
r	0.500139807667	0.176828692667	0.0729624733333	0.0419087966667	0.200270177022	0.007890034095
t	0.186797100222	0.259969117556	0.0984130261111	0.0509102495556	0.391387102341	0.0125233766983
e	0.167598700074	0.453306545852	0.0937125433704	0.0210571846852	0.256153265997	0.00817171356277
s	0.143674298995	0.392815492284	0.0502375697901	0.0164854237284	0.371446977216	0.0253401661843
p	0.130150375302	0.258337381095	0.09244644393	0.0599201892428	0.424406085739	0.0347394707281
ì	0.137251585101	0.337941857032	0.28194190131	0.0712216547476	0.156312490413	0.0153304880754
c	0.0573895169063	0.251136284344	0.284994762103	0.0330115890825	0.362299011971	0.0111688151911
c	0.0825594308414	0.161287043448	0.263094715701	0.0496633755275	0.43349692499	0.00989850785037
e	0.12228369028	0.272816291149	0.3267977219	0.0908921385092	0.181008212663	0.00620197707012
t	0.0721079144627	0.25584005705	0.211969155633	0.0713438595031	0.359288400888	0.0294506570234
s	0.0264246529236	0.131571800683	0.303966200211	0.0799534931677	0.419123260296	0.0389606423411
a	0.0116797881079	0.084084690561	0.35424915007	0.334920224389	0.190172663432	0.0248935067804
t	0.00438574676697	0.0407407188537	0.16729272469	0.365301513963	0.258016604477	0.164262699593
s	0.00865280291999	0.0401279829512	0.11962189623	0.231122103821	0.332306834826	0.268168389864
e	0.0104899271733	0.0393982283171	0.124539048743	0.408333794607	0.215139514942	0.202099486621
g	0.00393259393643	0.0273186537724	0.0675791139143	0.360713023736	0.200301508314	0.340155082207
r	0.00770445632414	0.0287022009241	0.0440448009714	0.175028733445	0.175137428438	0.569382327402
à	0.00918045369138	0.0195540791747	0.0361928529905	0.139953634482	0.347051501813	0.448067429134
t	0.0131417244805	0.0811722725916	0.0930783283302	0.0832364261607	0.468841050604	0.260530163045
s	0.0833996994935	0.144330720864	0.11926759811	0.0632180300536	0.255169813535	0.334614114348
i	0.0971673419978	0.0924994956213	0.0577809947033	0.0879600000179	0.210329704512	0.454262431449
</S>	0.0488699292489	0.0478886858106	0.0391561473516	0.102672290009	0.265862832256	0.495550065724
